inat_id,date,latitude,longitude,positional_accuracy,scientific_name
15534783,2018-08-05,43.259563446,-80.3850402832,NA,Rudbeckia hirta
15539030,2018-08-16,39.354869848,-76.9077788012,2478,Rudbeckia hirta
15540976,2018-05-15,31.2847166667,-90.5185,5,Rudbeckia hirta
15571670,2018-08-17,29.5641722717,-95.1213781257,10,Rudbeckia hirta
15580393,2018-08-17,41.82970047,-88.181968689,NA,Rudbeckia hirta
15587481,2018-07-21,43.5526053696,-71.3585787695,29,Rudbeckia hirta
15592531,2016-07-23,39.81066,-79.5956566667,NA,Rudbeckia hirta
15610887,2018-08-17,43.29473,-79.8828366667,NA,Rudbeckia hirta
15616735,2018-08-18,43.0380465417,-87.8993964103,10,Rudbeckia hirta
15630466,2018-08-18,37.319695,-107.7902366667,5,Rudbeckia hirta
15633898,2018-08-18,45.0672468776,-92.8456158099,5,Rudbeckia hirta
15636318,2018-08-09,43.2298083333,-80.01016945,96,Rudbeckia hirta
15653862,2018-08-18,41.7168675783,-86.9048487303,5,Rudbeckia hirta
15665595,2018-08-13,42.34163873,-71.12659273,11,Rudbeckia hirta
15695688,2018-08-16,46.7360476829,-80.6887331977,1077016,Rudbeckia hirta
15709667,2018-08-19,46.6675243425,-64.9864190633,1388,Rudbeckia hirta
15711395,2018-08-19,39.6979633333,-105.4014366667,29918,Rudbeckia hirta
15721020,2018-08-20,35.0081712334,-85.3663513251,5,Rudbeckia hirta
15723816,2018-08-20,33.2525281883,-88.7714778327,12,Rudbeckia hirta
15732259,2018-08-20,44.7284831581,-93.6510833514,6,Rudbeckia hirta
15737596,2018-08-20,42.6438216667,-83.7616716667,5,Rudbeckia hirta
15738775,2018-08-10,38.8333133333,-77.220275,5,Rudbeckia hirta
15740726,2018-08-20,44.65438,-77.8867333333,NA,Rudbeckia hirta
15741900,2018-08-20,45.4147238285,-94.0801206977,5,Rudbeckia hirta
15745932,2018-08-12,44.4493713379,-89.5932312012,NA,Rudbeckia hirta
15752836,2018-08-21,43.0552324125,-71.5111666558,161545,Rudbeckia hirta
15757891,2018-08-21,39.1652542726,-86.5213808511,10,Rudbeckia hirta
15764490,2018-08-21,47.3819116667,-91.1978683333,NA,Rudbeckia hirta
15769765,2018-08-21,39.1605107982,-86.5288844512,65,Rudbeckia hirta
15780350,2018-08-21,42.3696098328,-71.1443481445,NA,Rudbeckia hirta
15781963,2018-08-22,40.8378144354,-75.9270246328,65,Rudbeckia hirta
15782452,2018-08-22,41.8588165753,-87.6089392416,14,Rudbeckia hirta
15784108,2018-08-22,40.5344496388,-89.0088342504,5,Rudbeckia hirta
15790309,2018-08-22,41.89545377,-70.9083999,8,Rudbeckia hirta
15800917,2018-08-20,44.3258781433,-89.7449111938,NA,Rudbeckia hirta
15801131,2018-08-22,44.2325467234,-88.3558167508,1188,Rudbeckia hirta
15819596,2018-08-23,46.7274438432,-117.0111098932,24,Rudbeckia hirta
15820722,2018-08-23,35.1494916667,-85.3245866667,10,Rudbeckia hirta
15825546,2018-08-23,43.2834313889,-79.8811563889,20,Rudbeckia hirta
15828238,2018-08-23,42.4628308509,-73.5368233547,30,Rudbeckia hirta
15828624,2018-08-23,43.5904726898,-79.5403421502,8,Rudbeckia hirta
15835473,2018-08-15,42.3195,-82.02583333,10,Rudbeckia hirta
15840690,2018-08-23,43.6894894909,-72.795013233,61,Rudbeckia hirta
15841775,2018-08-24,44.0524829516,-77.4317019953,8,Rudbeckia hirta
15848389,2018-08-21,45.4876827,-73.4083034,742,Rudbeckia hirta
15851785,2018-08-24,38.628895,-90.471205,5,Rudbeckia hirta
15853586,2018-08-24,34.9375,-80.8241653442,NA,Rudbeckia hirta
15855210,2018-08-24,41.5781954863,-75.7117755991,10,Rudbeckia hirta
15881424,2018-08-25,39.55096273,-105.09946728,4,Rudbeckia hirta
15883678,2018-08-25,42.7689971924,-84.48853302,NA,Rudbeckia hirta
15887891,2018-08-25,43.9232196473,-89.5695865062,1289,Rudbeckia hirta
15893512,2018-08-25,42.5527991969,-83.8233447178,31,Rudbeckia hirta
15896320,2018-08-25,29.8315929999,-95.5765990001,NA,Rudbeckia hirta
15933354,2018-08-26,44.1641,-80.8121416667,5,Rudbeckia hirta
15939682,2018-08-16,42.4761983798,-83.4527115389,31,Rudbeckia hirta
15944590,2018-08-26,40.7900148724,-73.9255326056,10,Rudbeckia hirta
15947067,2018-08-27,44.3086870294,-78.2737108414,10,Rudbeckia hirta
15954178,2018-08-27,45.587475,-78.3696533333,5,Rudbeckia hirta
15959279,2018-08-27,47.2494916667,-88.5286466667,128,Rudbeckia hirta
15962359,2018-08-27,43.0928331681,-89.5123201305,12,Rudbeckia hirta
15962794,2018-08-27,36.5608116667,-87.3038333333,5,Rudbeckia hirta
15972714,2018-08-26,46.2941368919,-78.8830588232,4,Rudbeckia hirta
15989921,2018-08-28,42.2939683333,-81.8622666667,NA,Rudbeckia hirta
15991125,2018-08-08,42.4373724449,-83.9876315741,31,Rudbeckia hirta
16002195,2018-08-23,43.186900469,-89.071145725,179,Rudbeckia hirta
16011142,2018-08-10,43.2939333333,-79.9053883333,5,Rudbeckia hirta
16012732,2018-08-29,41.6603889208,-87.5505909738,1414,Rudbeckia hirta
16022032,2018-08-23,44.8931166667,-92.8920666667,10,Rudbeckia hirta
16033554,2018-08-27,43.4882536378,-72.8819104697,NA,Rudbeckia hirta
16038493,2018-08-22,44.2103796,-88.42036,217,Rudbeckia hirta
16040387,2018-08-30,47.6572222222,-91.7975,NA,Rudbeckia hirta
16042464,2018-08-30,45.988757168,-83.9288539254,5,Rudbeckia hirta
16053160,2018-08-30,41.6593042715,-88.0162850675,5,Rudbeckia hirta
16054713,2018-08-29,42.8950119019,-78.7941741943,NA,Rudbeckia hirta
16057784,2018-08-29,43.9351309569,-80.0830859489,22,Rudbeckia hirta
16059987,2018-08-30,35.8484383333,-106.42177,6,Rudbeckia hirta
16060056,2018-08-17,43.2280706917,-72.8115146801,22,Rudbeckia hirta
16068429,2018-08-31,41.6730793007,-87.5604644325,5,Rudbeckia hirta
16072316,2018-08-31,42.3983764648,-71.2075576782,NA,Rudbeckia hirta
16076063,2018-08-31,42.00753055,-87.79017,10,Rudbeckia hirta
16079177,2018-08-31,36.3483204134,-80.3125824687,30,Rudbeckia hirta
16085159,2018-08-31,43.2040621444,-79.7908211499,175,Rudbeckia hirta
16085232,2018-08-31,38.5732625527,-90.0566680357,263,Rudbeckia hirta
16090405,2018-08-23,46.7272988301,-117.0110346749,33,Rudbeckia hirta
16102744,2018-09-01,36.2856440619,-81.6617580783,10,Rudbeckia hirta
16104953,2018-09-01,43.68272551,-70.45159985,9,Rudbeckia hirta
16115858,2018-09-01,40.4294433594,-79.9524993896,NA,Rudbeckia hirta
16117798,2016-06-30,35.8586120605,-86.3008346558,NA,Rudbeckia hirta
16135458,2018-09-02,43.1054388333,-71.95588,5,Rudbeckia hirta
16141400,2018-09-02,42.97173884,-71.43922313,10,Rudbeckia hirta
16158081,2018-09-01,43.5611722222,-73.6446138889,5,Rudbeckia hirta
16166374,2018-09-03,41.47398,-79.4427333333,5,Rudbeckia hirta
16171736,2018-06-21,43.0123082,-73.6488883,272,Rudbeckia hirta
16172910,2018-09-03,40.53989977,-105.0283842191,6,Rudbeckia hirta
16173764,2018-09-03,49.2605502578,-122.7806555295,5,Rudbeckia hirta
16175277,2018-07-14,43.898495,-89.045874,NA,Rudbeckia hirta
16175278,2018-07-14,43.969728,-89.151077,NA,Rudbeckia hirta
16177520,2018-09-03,40.4294433594,-79.9527740479,NA,Rudbeckia hirta
16179211,2018-09-03,28.6579616389,-80.736835,NA,Rudbeckia hirta
16180800,2018-09-01,45.5410533333,-78.2641383333,NA,Rudbeckia hirta
16184883,2016-06-11,35.6301694444,-79.76155,5,Rudbeckia hirta
16185557,2018-09-03,42.14201109,-72.0764184632,22448,Rudbeckia hirta
16192777,2018-09-03,47.3920683333,-91.208265,NA,Rudbeckia hirta
16199175,2018-07-01,43.206233,-90.058407,NA,Rudbeckia hirta
16200688,2018-09-04,42.1017434495,-80.0533134398,5,Rudbeckia hirta
16200823,2018-09-04,42.10206112,-80.05255897,5,Rudbeckia hirta
16201461,2018-09-04,42.1019660728,-80.0526113716,5,Rudbeckia hirta
16205010,2018-09-04,42.104735,-80.0531327028,8,Rudbeckia hirta
16205138,2018-09-04,42.10231068,-80.05252696,4,Rudbeckia hirta
16211706,2018-09-04,42.1023169393,-80.0525498484,5,Rudbeckia hirta
16229933,2017-06-21,37.5509249308,-78.3698636303,20,Rudbeckia hirta
16241263,2018-09-05,47.38943823,-91.20657021,18,Rudbeckia hirta
16266834,2018-09-06,38.9763637,-76.945559,180,Rudbeckia hirta
16268467,2018-09-06,47.3815209493,-91.1977463498,16,Rudbeckia hirta
16273832,2018-07-26,44.0305901826,-92.4313437841,840,Rudbeckia hirta
16276049,2018-09-06,43.2951183333,-79.88215,5,Rudbeckia hirta
16283019,2018-08-12,43.2844668901,-80.3947202245,198,Rudbeckia hirta
16284144,2018-07-13,33.271143,-88.783611,NA,Rudbeckia hirta
16284543,2018-09-07,43.4397471976,-80.4618360848,5,Rudbeckia hirta
16284549,2018-09-07,43.4397052462,-80.462053679,5,Rudbeckia hirta
16291027,2018-09-07,44.748337674,-85.6441750378,5,Rudbeckia hirta
16295951,2018-09-06,46.767055733,-65.5038700247,4,Rudbeckia hirta
16296629,2018-09-07,45.5791989388,-94.3913233281,10,Rudbeckia hirta
16306645,2018-09-07,45.4481535294,-75.6554973929,31,Rudbeckia hirta
16309958,2018-09-06,43.7022811581,-79.8401778191,44,Rudbeckia hirta pulcherrima
16334680,2018-09-07,49.3097229004,-123.0383300781,NA,Rudbeckia hirta
16336181,2018-09-08,41.1047121887,-81.6888714633,NA,Rudbeckia hirta
16340326,2018-09-05,50.4807861477,-97.2642900818,NA,Rudbeckia hirta
16342518,2018-09-08,29.73086,-95.735497,NA,Rudbeckia hirta
16353612,2018-09-09,41.81786477,-72.26717654,9,Rudbeckia hirta
16372433,2018-09-08,33.4945366667,-86.7747416667,165,Rudbeckia hirta
16378044,2018-09-08,46.2979125977,-78.8814620972,NA,Rudbeckia hirta
16378920,2018-09-09,48.432145,-89.2286616667,2000,Rudbeckia hirta
16388015,2018-09-10,31.374142,-94.727616,400,Rudbeckia hirta
16389144,2018-09-01,44.7284583333,-81.2775533333,NA,Rudbeckia hirta
16389805,2018-09-08,43.9267416667,-78.7364966667,NA,Rudbeckia hirta
16401001,2018-08-25,44.2095254999,-87.522781,NA,Rudbeckia hirta
16405404,2018-09-08,42.4231964881,-83.9335760399,622,Rudbeckia hirta
16409840,2017-07-10,45.4028283333,-96.78685,5,Rudbeckia hirta
16419090,2018-09-11,39.1655055905,-92.6992098912,32,Rudbeckia hirta
16419347,2018-09-11,41.9273802499,-88.2821075712,5,Rudbeckia hirta
16419878,2018-09-11,47.3817996774,-91.1976750568,30,Rudbeckia hirta
16423805,2018-08-09,44.2971816873,-78.2700116905,28,Rudbeckia hirta
16424009,2018-09-11,45.1092555,-87.6537633333,128,Rudbeckia hirta
16426072,2018-09-11,42.1388816339,-71.0914417395,65,Rudbeckia hirta
16427070,2018-09-11,43.4613817946,-80.0325985872,16,Rudbeckia hirta
16431493,2018-09-11,42.6995913685,-81.6611572635,5,Rudbeckia hirta
16433859,2018-09-11,45.0465622703,-93.0960979195,65,Rudbeckia hirta
16433989,2018-09-11,45.0465021331,-93.0960047476,65,Rudbeckia hirta
16438241,2018-09-05,47.1403278333,-91.4697116667,100,Rudbeckia hirta
16457771,2018-09-12,45.0466953731,-93.0965114851,10,Rudbeckia hirta
16458300,2018-09-12,41.3783378601,-88.124206543,NA,Rudbeckia hirta
16462813,2018-09-12,40.8662966667,-74.0012638883,0,Rudbeckia hirta
16468634,2018-09-12,45.20023,-77.92482,5,Rudbeckia hirta
16479270,2018-09-12,42.5470424578,-83.8267881359,170,Rudbeckia hirta
16506225,2018-09-13,43.267105,-72.868995,10,Rudbeckia hirta
16507210,2018-09-13,41.695528091,-87.6759979037,10,Rudbeckia hirta
16507695,2018-09-13,42.4869469726,-90.7731552705,12,Rudbeckia hirta
16508115,2018-09-12,28.6579633333,-80.7463466389,NA,Rudbeckia hirta
16523900,2018-09-14,42.3207343324,-71.8222642411,5,Rudbeckia hirta
16531599,2018-07-26,42.2177624423,-73.4292229359,5,Rudbeckia hirta
16534199,2018-09-14,42.1651991288,-88.0914992159,16,Rudbeckia hirta
16536525,2018-09-14,45.4748076946,-87.3065870628,263,Rudbeckia hirta
16539388,2018-09-13,38.5734863917,-90.056148678,81,Rudbeckia hirta
16539999,2018-08-04,39.1447958693,-74.7861856513,61,Rudbeckia hirta
16543148,2018-09-15,42.3956315406,-71.1152818055,10,Rudbeckia hirta
16559056,2018-09-15,42.3441467481,-78.0673887023,5,Rudbeckia hirta
16570359,2018-09-15,46.2944450378,-78.8727798462,NA,Rudbeckia hirta
16571673,2018-09-15,46.703175,-92.0065,20,Rudbeckia hirta
16591433,2018-09-16,43.7194976732,-79.3609150127,263,Rudbeckia hirta
16591606,2018-09-15,44.8293040641,-80.0093323365,88,Rudbeckia hirta
16596549,2018-09-08,39.4846420288,-84.0443191528,NA,Rudbeckia hirta
16601602,2018-07-29,45.5982213448,-75.9969673637,2947,Rudbeckia hirta
16604323,2018-09-14,44.3608717732,-78.2889272645,44,Rudbeckia hirta
16606865,2018-09-15,43.081217,-70.900793,NA,Rudbeckia hirta
16613474,2017-08-17,40.0137217181,-76.2877032235,360,Rudbeckia hirta
16615207,2018-09-16,30.1974694444,-97.8808833333,5,Rudbeckia hirta
16622313,2018-09-16,46.495044695,-87.0456771925,263,Rudbeckia hirta
16626797,2018-09-17,43.6489087902,-72.9530912732,10,Rudbeckia hirta
16631992,2018-09-17,38.4579042066,-122.7204962635,10,Rudbeckia hirta
16637111,2018-09-17,42.3138618469,-71.0415496826,NA,Rudbeckia hirta
16638607,2018-09-15,37.75154594,-97.42458706,7,Rudbeckia hirta
16641733,2018-09-11,45.1164858115,-93.1663511945,24,Rudbeckia hirta
16644581,2018-09-17,46.58932676,-92.47034672,7,Rudbeckia hirta
16647770,2018-09-17,31.0581130981,-82.7740020752,NA,Rudbeckia hirta
16658668,2018-09-10,42.7511964,-72.0098021,3999,Rudbeckia hirta
16664803,2018-09-18,42.41059253,-84.0555915129,198,Rudbeckia hirta
16665450,2018-07-14,30.4516031941,-88.6521199331,21,Rudbeckia hirta
16668656,2018-09-18,26.620206,-81.410275,NA,Rudbeckia hirta
16676026,2018-09-18,42.2093602,-88.22205813,5,Rudbeckia hirta
16691112,2018-09-19,42.9041837762,-78.8605336659,5,Rudbeckia hirta
16695847,2018-07-29,42.8125918,-70.8133845,1591,Rudbeckia hirta
16697587,2018-09-19,41.6448033333,-87.5547783333,8,Rudbeckia hirta
16699108,2018-09-19,47.4087,-91.194855,5,Rudbeckia hirta
16699586,2018-09-18,49.5186814993,-96.2028605695,10,Rudbeckia hirta
16701607,2018-09-19,41.1608861667,-73.707345,5,Rudbeckia hirta
16728411,2018-07-31,44.8364111925,-80.0170250018,977,Rudbeckia hirta
16744534,2018-09-21,45.3731472222,-63.262925,12,Rudbeckia hirta
16747031,2018-09-21,45.3731465823,-63.2629290273,12,Rudbeckia hirta
16747045,2018-09-21,45.373144331,-63.2628742275,24,Rudbeckia hirta
16747228,2018-09-21,45.37314213,-63.26295957,8,Rudbeckia hirta
16747761,2018-09-21,44.6363331099,-63.5925430712,5,Rudbeckia hirta
16753804,2018-09-21,41.85976395,-87.63323188,4,Rudbeckia hirta
16762518,2018-09-21,42.6986211632,-81.6585957539,5,Rudbeckia hirta
16766954,2018-09-21,41.9101771597,-88.3113993433,6,Rudbeckia hirta
16770223,2018-09-21,40.8587530163,-74.0081102774,10,Rudbeckia hirta
16771611,2018-09-21,44.6357416667,-63.5932111111,10,Rudbeckia hirta
16778256,2018-09-21,44.6369777778,-63.590675,30,Rudbeckia hirta
16781556,2018-09-21,44.6362529396,-63.5936338545,8,Rudbeckia hirta
16790287,2016-09-02,43.8461917485,-69.5736259161,11711,Rudbeckia hirta
16798199,2018-07-06,42.1170278333,-88.16887,8,Rudbeckia hirta
16811388,2018-09-03,45.849766192,-95.2549159999,200,Rudbeckia hirta
16849759,2018-09-22,34.9233550672,-80.8262625396,NA,Rudbeckia hirta
16852444,2018-09-23,44.9014420202,-93.4359392525,10,Rudbeckia hirta
16853422,2018-09-23,43.284334,-79.9040972,185,Rudbeckia hirta
16875422,2018-09-21,40.0861022438,-82.8160661099,256,Rudbeckia hirta
16877249,2018-09-21,42.0986555,-87.74752,65,Rudbeckia hirta
16887478,2018-09-24,45.6313896179,-73.9161148071,NA,Rudbeckia hirta
16890775,2018-09-24,29.668617,-95.107635,NA,Rudbeckia hirta
16901838,2018-08-12,43.550297,-85.771997,2046,Rudbeckia hirta
16911483,2018-07-10,44.053565979,-103.3913192749,NA,Rudbeckia hirta
16917653,2018-09-22,43.7089472222,-79.7281111111,NA,Rudbeckia hirta
16920325,2018-06-01,31.4885807749,-87.0521762408,146,Rudbeckia hirta
16922453,2018-08-31,45.5630133333,-78.6994033333,10,Rudbeckia hirta
16933235,2018-09-26,41.9193245285,-87.6333324239,10,Rudbeckia hirta
16939888,2018-09-20,40.3282572935,-74.9434879237,50,Rudbeckia hirta
16948375,2018-09-15,42.4015286612,-83.9081014228,31,Rudbeckia hirta
16952882,2018-09-21,45.37315,-63.2629866667,6,Rudbeckia hirta
16965177,2018-07-22,43.5990215841,-79.4987755071,240,Rudbeckia hirta
16984243,2018-09-23,45.2543581631,-73.5412561953,2,Rudbeckia hirta
16984371,2018-09-27,43.4276883333,-79.8999866667,5,Rudbeckia hirta
16997184,2018-09-27,43.7211844,-79.794794,185,Rudbeckia hirta
17010396,2018-09-27,45.2757550304,-76.0121452071,65,Rudbeckia hirta
17011632,2018-09-28,39.1624841793,-92.6997249295,5,Rudbeckia hirta
17027263,2018-09-28,39.16254332,-92.69978016,9,Rudbeckia hirta
17040879,2018-09-29,43.2963346,-79.8736296,583,Rudbeckia hirta
17044322,2018-09-29,43.54839351,-79.65209982,4,Rudbeckia hirta pulcherrima
17047638,2018-09-29,40.4327774048,-79.935836792,NA,Rudbeckia hirta
17064978,2018-08-08,40.3686631738,-105.6553981585,977,Rudbeckia hirta
17066387,2018-09-30,43.2366685,-71.4662586,58,Rudbeckia hirta
17067239,2018-09-29,47.4650966667,-91.0308816667,NA,Rudbeckia hirta
17070312,2018-09-30,39.1653424502,-92.6991313231,5,Rudbeckia hirta
17073024,2018-09-30,45.4487383333,-76.5547416667,24,Rudbeckia hirta
17075274,2018-07-17,44.8468036099,-79.9988974971,149,Rudbeckia hirta
17075275,2018-07-07,44.820450047,-80.0009414511,420,Rudbeckia hirta
17076581,2018-09-02,35.5728383333,-105.6893916667,13159,Rudbeckia hirta
17091224,2018-09-30,33.2578852207,-88.7730975979,551,Rudbeckia hirta
17095049,2018-09-21,40.0872129497,-82.8140919669,99,Rudbeckia hirta
17104467,2018-09-07,46.2735422655,-62.7200376615,132,Rudbeckia hirta
17111993,2018-10-01,38.8878192287,-77.2760189418,30,Rudbeckia hirta
17119692,2018-08-03,44.3648148957,-78.3070590519,5789,Rudbeckia hirta
17156337,2018-10-02,36.5597581231,-87.3034063724,83,Rudbeckia hirta
17189857,2018-10-04,42.446565223,-71.4133183938,5,Rudbeckia hirta
17201687,2018-10-04,30.9196771402,-93.9983467665,10,Rudbeckia hirta
17212800,2018-10-05,37.5574111938,-84.2608032227,NA,Rudbeckia hirta
17229662,2018-10-05,41.821983,-89.594804,0,Rudbeckia hirta
17231910,2018-10-05,33.5103399244,-86.6517848753,305,Rudbeckia hirta
17231957,2018-10-05,27.860336,-81.155088,1376,Rudbeckia hirta
17235474,2018-10-05,40.4336128235,-79.9338912964,NA,Rudbeckia hirta
17249726,2018-10-05,33.2711934223,-88.7835478132,59,Rudbeckia hirta
17255778,2018-10-06,42.4887823692,-87.8084182093,15,Rudbeckia hirta
17263281,2018-10-06,45.0375369638,-79.4875618337,48,Rudbeckia hirta
17267893,2018-06-16,40.35737,-87.1178866667,NA,Rudbeckia hirta
17290915,2018-10-06,32.4697368168,-95.3018346745,22,Rudbeckia hirta
17296631,2018-10-07,40.8849167917,-81.4942057618,5,Rudbeckia hirta
17297521,2018-10-07,35.6383333333,-82.5396883333,10,Rudbeckia hirta
17299569,2018-10-07,30.1841439097,-95.8019735661,5,Rudbeckia hirta
17318375,2018-10-08,31.374014,-94.727831,400,Rudbeckia hirta
17318880,2018-10-07,43.7233583333,-79.3526833333,10742,Rudbeckia hirta
17322933,2018-10-05,42.0992195,-87.7490083333,65,Rudbeckia hirta
17324317,2018-10-05,42.0996778333,-87.7480166667,85,Rudbeckia hirta
17332319,2018-08-11,39.1189430109,-104.9433847105,61,Rudbeckia hirta
17350014,2018-10-06,43.8087803052,-81.7194350068,300,Rudbeckia hirta pulcherrima
17380633,2018-10-10,31.374394,-94.727602,400,Rudbeckia hirta
17406188,2018-10-11,43.6878125975,-79.3632411585,10,Rudbeckia hirta
17409726,2018-10-11,38.6414800398,-90.2765980271,10,Rudbeckia hirta
17418484,2018-10-07,45.231357813,-81.7084490121,171,Rudbeckia hirta
17421629,2018-09-08,42.6795969272,-80.4765553445,44,Rudbeckia hirta
17422687,2018-10-11,41.0017350367,-81.548772716,172,Rudbeckia hirta
17433641,2018-10-12,30.0079524704,-96.3069291786,5,Rudbeckia hirta
17439231,2018-10-11,43.418,-79.7788783333,5,Rudbeckia hirta
17446328,2017-08-04,35.5106466667,-97.5320583333,10,Rudbeckia hirta
17446593,2018-05-31,41.179716,-95.917835,NA,Rudbeckia hirta
17452740,2018-10-12,41.5723526579,-87.7619075788,61,Rudbeckia hirta
17466896,2018-10-13,31.444169,-94.692841,1703,Rudbeckia hirta
17488474,2018-10-13,45.4578707364,-75.6355009441,31,Rudbeckia hirta
17498675,2018-10-14,41.9734384725,-87.6816870366,10,Rudbeckia hirta
17510498,2018-10-14,40.8662616667,-74.0039166667,0,Rudbeckia hirta
17518945,2018-10-14,35.8936462778,-79.0170561266,8,Rudbeckia hirta
17532230,2018-10-15,43.6456951606,-79.862193903,1414,Rudbeckia hirta
17532385,2018-10-13,28.1295355032,-82.3606774583,526,Rudbeckia hirta
17533654,2018-10-10,42.0989844111,-87.7478219182,45,Rudbeckia hirta
17533717,2018-10-10,42.0985561759,-87.7484248418,95,Rudbeckia hirta
17545537,2018-10-15,28.6579716667,-80.74633,NA,Rudbeckia hirta
17546005,2018-10-13,41.5800542363,-87.7647101763,15,Rudbeckia hirta
17566052,2018-10-16,42.0987888333,-87.7484883333,75,Rudbeckia hirta
17571198,2018-10-16,43.5079128575,-71.3936006372,50,Rudbeckia hirta
17573698,2018-10-16,39.6554139404,-74.1962306278,8,Rudbeckia hirta
17581507,2018-10-14,41.6828562104,-87.9797348578,31,Rudbeckia hirta
17582807,2018-10-08,42.6829533333,-70.88343,6,Rudbeckia hirta
17585732,2018-04-14,29.335832275,-96.6505222583,NA,Rudbeckia hirta
17595373,2018-10-17,42.9182337636,-72.1618873518,32,Rudbeckia hirta
17597860,2018-09-23,28.6374166667,-80.8839416667,96,Rudbeckia hirta
17598701,2018-10-12,39.0036428777,-84.2630852849,666,Rudbeckia hirta
17599132,2018-09-28,47.2191208141,-91.418626566,3906,Rudbeckia hirta
17602163,2018-10-16,40.9606881487,-74.1073530168,5,Rudbeckia hirta
17603376,2018-10-17,33.1722808897,-95.0024758101,24,Rudbeckia hirta
17612467,2018-07-18,42.2932812475,-85.1714487175,134,Rudbeckia hirta
17617986,2018-08-26,42.9723630907,-89.2279233012,215,Rudbeckia hirta
17621351,2018-10-18,42.1687707168,-88.2976585828,12,Rudbeckia hirta
17659476,2018-10-19,40.7659104976,-73.9736110014,24,Rudbeckia hirta
17691384,2018-10-20,42.4384066667,-71.1224416667,NA,Rudbeckia hirta
17715653,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17715657,2018-10-14,44.1204563,-79.4550941,NA,Rudbeckia hirta
17715659,2018-10-14,44.0838131,-79.4371598,NA,Rudbeckia hirta
17715661,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17715667,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17715670,2018-10-14,44.0909725,-79.4637167,NA,Rudbeckia hirta
17715672,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17715677,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17715679,2018-10-14,44.0914823,-79.4632223,NA,Rudbeckia hirta
17720483,2018-10-21,45.384555,-75.559745,6360,Rudbeckia hirta
17731773,2018-10-20,27.5822554843,-81.0351097705,155,Rudbeckia hirta
17737460,2018-10-19,30.5249783333,-95.3456883333,NA,Rudbeckia hirta
17737464,2018-10-19,30.5249033333,-95.3453683333,NA,Rudbeckia hirta
17744936,2018-10-10,42.0993055,-87.749345,70,Rudbeckia hirta
17745086,2018-10-10,42.0994805,-87.7491083333,65,Rudbeckia hirta
17745879,2018-10-22,41.917880117,-87.6326067188,10,Rudbeckia hirta
17755393,2016-05-04,30.6788789622,-97.6202051194,836,Rudbeckia hirta
17757010,2018-10-21,37.7119305556,-89.2217472222,10,Rudbeckia hirta
17757916,2018-09-08,42.6725177723,-80.4797848665,192,Rudbeckia hirta
17759535,2018-10-20,35.003834,-95.337555,NA,Rudbeckia hirta
17829800,2018-10-19,42.4427111111,-72.6838388889,NA,Rudbeckia hirta
17832546,2016-06-24,40.187855514,-90.0698142315,31,Rudbeckia hirta
17838298,2018-08-08,30.451785,-88.65395,NA,Rudbeckia hirta
17855987,2018-10-26,31.4408,-94.694386,1815,Rudbeckia hirta
17864273,2018-10-26,41.875267,-87.76921,0,Rudbeckia hirta
17884184,2018-10-27,36.0182611667,-79.0812445,5,Rudbeckia hirta
17892225,2018-06-22,44.3602694444,-77.1099083333,NA,Rudbeckia hirta
17903708,2018-10-24,44.52678,-86.2287833333,10,Rudbeckia hirta
17909889,2018-10-28,39.0861025898,-79.4571934315,8,Rudbeckia hirta
17913369,2018-10-28,37.5303269486,-77.4459740798,118,Rudbeckia hirta
17924318,2018-07-14,42.6455551,-85.4272224,186,Rudbeckia hirta
17970808,2018-10-30,36.21257908,-97.10325956,3,Rudbeckia hirta
17971204,2018-10-30,36.212592049,-97.103388457,32,Rudbeckia hirta
17971404,2018-10-30,36.2111949502,-97.1009161883,5,Rudbeckia hirta
17971412,2018-10-30,36.2111043837,-97.1007170343,5,Rudbeckia hirta
17971575,2018-10-30,36.21111502,-97.10073926,4,Rudbeckia hirta
17971859,2018-10-30,36.21251541,-97.10347748,3,Rudbeckia hirta
17979615,2018-10-30,36.2124949139,-97.1034258819,8,Rudbeckia hirta
17979870,2018-10-30,36.2125549316,-97.1034927368,NA,Rudbeckia hirta
17993865,2018-10-31,36.2122257255,-97.1032755985,4,Rudbeckia hirta
17994672,2018-10-31,36.2122033333,-97.1032778333,12,Rudbeckia hirta
18021450,2018-11-01,46.3286075168,-85.0908042826,6,Rudbeckia hirta
18039850,2018-11-02,41.817071,-88.170783,12,Rudbeckia hirta
18057802,2018-11-03,40.7693866667,-73.97113,10,Rudbeckia hirta
18061320,2018-11-03,31.442851,-94.695588,1700,Rudbeckia hirta
18061494,2018-11-03,43.30918,-86.1193166667,10,Rudbeckia hirta
18074283,2018-09-06,40.706395,-105.313662,2963,Rudbeckia hirta pulcherrima
18089740,2018-10-24,41.5186627854,-72.7938245602,4258,Rudbeckia hirta
18091469,2018-06-21,35.8073051431,-78.7193434061,32,Rudbeckia hirta
18111729,2018-10-30,29.750995,-95.6373966667,5,Rudbeckia hirta
18154123,2017-07-05,43.6460138621,-79.3228322885,31,Rudbeckia hirta
