inat_id,date,latitude,longitude,positional_accuracy,scientific_name
6859997,2017-06-29,44.4233616667,-67.9495383333,NA,Maianthemum canadense
6860243,2017-06-07,43.519443512,-65.7324981689,NA,Maianthemum canadense
6862192,2017-06-30,44.8492726358,-79.8637661711,5,Maianthemum canadense
6866343,2017-06-08,46.5699616667,-88.6577133333,NA,Maianthemum canadense
6874774,2017-07-01,45.5472680368,-84.7935896461,10,Maianthemum canadense
6878915,2017-06-30,47.6904180556,-79.67489,NA,Maianthemum canadense
6879362,2017-07-01,46.77033544,-84.9564482,7,Maianthemum canadense
6879859,2017-07-01,44.611705,-78.1900633333,NA,Maianthemum canadense
6880369,2017-07-01,44.33981764,-78.24756507,15,Maianthemum canadense
6882896,2017-06-27,44.156325,-71.698455,200,Maianthemum canadense
6886301,2017-07-01,46.0414352956,-60.0300718799,2814,Maianthemum canadense
6887243,2017-07-01,48.16735712,-90.87968231,9,Maianthemum canadense
6887448,2017-07-01,45.3935851,-75.5121163,262,Maianthemum canadense
6888742,2017-07-01,50.4447366667,-96.4315033333,NA,Maianthemum canadense
6889713,2017-06-24,43.6710194444,-72.2509777778,NA,Maianthemum canadense
6892172,2017-07-02,43.74456503,-72.53123892,11,Maianthemum canadense
6896722,2017-07-02,50.41307,-96.5428783333,NA,Maianthemum canadense
6906548,2017-07-03,44.2569530011,-72.580102617,5,Maianthemum canadense
6906729,2017-07-03,45.35438,-75.5919969,183,Maianthemum canadense
6907196,2017-07-03,41.6132736206,-73.3306503296,NA,Maianthemum canadense
6908716,2017-06-15,44.4556809,-68.4809391,195,Maianthemum canadense
6915756,2017-06-17,48.062353268,-89.4720500708,8,Maianthemum canadense
6929049,2017-07-05,43.0765374564,-70.9320946411,5,Maianthemum canadense
6931250,2017-07-01,45.8344568964,-79.5099507541,52,Maianthemum canadense
6931536,2017-06-11,36.4883333333,-81.1441666667,NA,Maianthemum canadense
6934505,2017-07-05,44.5331698191,-71.7366564275,10,Maianthemum canadense
6935782,2017-07-05,50.2603533333,-96.577705,NA,Maianthemum canadense
6944214,2017-07-03,46.2890412219,-85.9439635193,174,Maianthemum canadense
6945108,2017-07-06,44.1063945,-70.5010359,2599,Maianthemum canadense
6945367,2017-07-03,46.2917249713,-85.9420967837,318,Maianthemum canadense
6947320,2017-07-01,45.90794412,-59.98225307,100,Maianthemum canadense
6948756,2017-05-23,39.9076,-77.47892,NA,Maianthemum canadense
6949304,2017-07-06,45.0687114895,-78.5605825671,5,Maianthemum canadense
6955558,2017-06-16,53.7328133333,-122.8590083333,NA,Maianthemum canadense
6963642,2017-07-01,45.627515,-89.424884,NA,Maianthemum canadense
6969008,2017-07-08,41.84479889,-72.2383816448,5,Maianthemum canadense
6974291,2017-06-17,42.7468305556,-80.420425,NA,Maianthemum canadense
6979845,2017-06-24,43.6719027778,-72.2487638889,NA,Maianthemum canadense
6980013,2017-06-10,44.8985902755,-76.1062994887,304,Maianthemum canadense
6982466,2017-06-24,43.6717388889,-72.2499083333,NA,Maianthemum canadense
6983371,2017-07-03,45.333989,-88.569517,NA,Maianthemum canadense
6984103,2017-07-03,45.266224,-88.557492,NA,Maianthemum canadense
6986052,2017-05-24,43.2359523207,-80.1542882064,105,Maianthemum canadense
6986084,2017-05-16,42.9563118311,-82.5832017249,955,Maianthemum canadense
6986914,2017-07-09,45.3481149814,-72.2331698612,5,Maianthemum canadense
6987776,2017-06-15,44.6060016995,-87.8483119142,184,Maianthemum canadense
6989494,2017-07-02,48.1303939375,-88.5290980339,31,Maianthemum canadense
6991426,2017-07-08,60.0047225952,-111.9138870239,NA,Maianthemum canadense
6992927,2017-07-09,47.5365872013,-79.8324751854,31,Maianthemum canadense
7004449,2017-07-09,41.7833412539,-72.0800908237,1604,Maianthemum canadense
7006388,2017-06-15,44.9829387359,-87.7252816164,683,Maianthemum canadense
7018073,2017-06-16,44.6799025371,-88.5066394518,516,Maianthemum canadense
7018518,2017-06-16,44.6980358,-88.5174931365,605,Maianthemum canadense
7019016,2017-06-16,44.8542594053,-88.7048723588,371,Maianthemum canadense
7031366,2017-05-07,42.3183837076,-84.0894412994,602,Maianthemum canadense
7036844,2017-07-03,46.710618742,-60.3570365911,508,Maianthemum canadense
7036888,2017-07-12,47.3405183333,-91.1895216667,NA,Maianthemum canadense
7037308,2017-07-03,46.71518,-60.3705901,181,Maianthemum canadense
7038580,2017-07-13,42.3287,-72.5278,NA,Maianthemum canadense
7044247,2017-07-13,46.328294,-83.946732,60,Maianthemum canadense
7047551,2017-06-11,43.626025,-72.3756633333,NA,Maianthemum canadense
7050187,2017-07-14,44.4385820254,-65.209077468,16,Maianthemum canadense
7060115,2017-07-15,44.3870334105,-65.210362784,2752,Maianthemum canadense
7060285,2017-07-15,44.4412192936,-65.217362009,5,Maianthemum canadense
7062509,2017-07-12,44.8998692016,-75.4344844823,737,Maianthemum canadense
7064693,2017-07-15,46.6967835697,-89.9744434097,5,Maianthemum canadense
7065177,2017-07-15,44.3845228851,-65.2091906593,5,Maianthemum canadense
7065380,2017-07-15,44.3703373941,-65.1955983975,23,Maianthemum canadense
7066081,2017-07-15,44.4032658264,-65.2535937913,10,Maianthemum canadense
7066439,2017-06-07,45.5946299266,-94.3864631653,122,Maianthemum canadense
7067405,2017-07-07,44.526355,-72.816795,NA,Maianthemum canadense
7070392,2017-07-15,44.4396986521,-65.215741954,2064,Maianthemum canadense
7071212,2017-07-15,43.3855476379,-80.3479309082,NA,Maianthemum canadense
7072842,2017-07-15,44.4361124933,-65.2287838609,5,Maianthemum canadense
7073725,2017-07-16,43.8358192798,-64.8533269019,30,Maianthemum canadense
7077267,2017-07-15,43.43281407,-72.40807538,7,Maianthemum canadense
7080150,2017-07-16,44.2949222261,-72.5278051571,30,Maianthemum canadense
7081368,2017-07-16,44.2852083333,-72.263305,NA,Maianthemum canadense
7082546,2017-06-16,44.8076781,-88.7698403,183,Maianthemum canadense
7087389,2017-07-14,45.0345486111,-75.1719097222,NA,Maianthemum canadense
7095174,2017-06-16,44.6360515246,-88.5837120696,190,Maianthemum canadense
7096237,2017-05-03,45.4397743872,-75.7536399364,155,Maianthemum canadense
7096803,2017-07-17,47.4161416667,-91.09405,NA,Maianthemum canadense
7097930,2017-07-15,45.0285494583,-78.6952689085,239,Maianthemum canadense
7105183,2016-05-10,40.9153454992,-73.3294642958,249,Maianthemum canadense
7109856,2017-07-18,41.4843137466,-81.466796922,49,Maianthemum canadense
7123050,2017-07-19,43.68595466,-72.30327237,32,Maianthemum canadense
7123444,2017-07-19,44.548225,-65.3500133333,NA,Maianthemum canadense
7124831,2017-07-17,48.07277742,-89.44998288,12,Maianthemum canadense
7127056,2017-04-28,43.584045,-84.8388216667,NA,Maianthemum canadense
7130919,2017-07-20,35.3696983075,-82.8481344134,5,Maianthemum canadense
7138570,2017-06-15,45.0066027525,-87.6903689603,183,Maianthemum canadense
7143003,2017-07-21,43.3103380485,-79.878955232,16,Maianthemum canadense
7143412,2017-07-21,43.319327496,-79.8678178155,10,Maianthemum canadense
7147843,2017-07-16,48.0655695,-89.423325,NA,Maianthemum canadense
7149998,2017-07-21,41.5464109328,-81.5546267972,170,Maianthemum canadense
7150362,2017-07-21,43.3110783333,-79.87935,NA,Maianthemum canadense
7156809,2017-07-22,41.7338814594,-80.052764005,1835,Maianthemum canadense
7160085,2017-07-22,45.0119923242,-84.6633195319,5,Maianthemum canadense
7166364,2017-07-10,43.6726527778,-72.2521444444,NA,Maianthemum canadense
7172752,2017-07-23,46.6810770147,-92.4503067323,5,Maianthemum canadense
7182272,2017-07-23,41.8506546021,-71.987411499,NA,Maianthemum canadense
7187909,2017-07-20,45.0940333333,-87.0923133333,NA,Maianthemum canadense
7201411,2017-07-25,42.3901583333,-71.24923,NA,Maianthemum canadense
7203301,2017-05-21,44.9426390493,-73.1973606348,20,Maianthemum canadense
7211471,2017-07-25,44.31429906,-80.5255579948,61,Maianthemum canadense
7218175,2017-07-26,47.3832005449,-91.196214594,5,Maianthemum canadense
7221500,2017-07-26,47.3880845268,-91.2032272039,16,Maianthemum canadense
7231814,2017-07-26,44.733795,-78.1837166667,NA,Maianthemum canadense
7236891,2017-07-27,44.54345,-64.2506866667,NA,Maianthemum canadense
7253414,2017-07-28,43.63359636,-72.24421079,8,Maianthemum canadense
7254094,2017-07-28,47.74997948,-91.87226602,9,Maianthemum canadense
7254560,2017-07-28,44.0890888182,-70.2921521536,305,Maianthemum canadense
7260015,2017-07-18,41.662060041,-74.8713755608,88,Maianthemum canadense
7264626,2017-07-26,45.837159,-78.379124,NA,Maianthemum canadense
7269808,2017-06-10,46.2186592966,-82.073010541,4128,Maianthemum canadense
7271267,2017-07-29,47.6343333333,-65.6166166667,NA,Maianthemum canadense
7272127,2017-07-24,48.70291129,-91.47159712,6,Maianthemum canadense
7275797,2017-07-25,40.6985766667,-74.5199316667,NA,Maianthemum canadense
7277536,2017-07-30,42.4994000467,-71.4874236379,5,Maianthemum canadense
7283552,2017-07-26,44.059187,-79.461256,4754,Maianthemum canadense
7283560,2017-07-26,44.059187,-79.461256,4754,Maianthemum canadense
7283564,2017-07-26,44.059187,-79.461256,4754,Maianthemum canadense
7283566,2017-07-26,44.059187,-79.461256,4754,Maianthemum canadense
7284515,2017-07-30,44.4308525976,-72.6482337435,5,Maianthemum canadense
7300448,2017-07-16,43.8364924993,-64.8539578915,15,Maianthemum canadense
7313525,2017-07-30,41.5272822836,-74.7987863549,NA,Maianthemum canadense
7313603,2017-08-01,46.2612446258,-84.4449616504,10,Maianthemum canadense
7314455,2017-07-05,45.2282934,-88.7694098,183,Maianthemum canadense
7322082,2017-07-19,48.07077811,-89.41655521,9,Maianthemum canadense
7322230,2017-07-20,48.07877877,-89.44884619,9,Maianthemum canadense
7323844,2017-08-02,43.8769530381,-69.77198044,62,Maianthemum canadense
7324665,2017-08-02,44.831503504,-71.7313293089,10,Maianthemum canadense
7326874,2017-07-04,45.3318842,-89.2114133,183,Maianthemum canadense
7326979,2017-06-11,53.3941208136,-108.9571344852,15,Maianthemum canadense
7333734,2017-07-10,43.6726333333,-72.2487722222,NA,Maianthemum canadense
7334265,2017-08-02,46.1452764916,-64.7620815039,8,Maianthemum canadense
7334456,2017-07-10,43.6734916667,-72.2499083333,NA,Maianthemum canadense
7334787,2017-07-10,43.67345,-72.2511,NA,Maianthemum canadense
7335562,2017-05-28,41.7838866667,-72.0784916667,NA,Maianthemum canadense
7339141,2017-05-27,41.6506292349,-72.2816920349,107,Maianthemum canadense
7348113,2017-08-04,45.1746666667,-85.5755833333,NA,Maianthemum canadense
7348242,2017-08-04,45.17567,-85.5763866667,NA,Maianthemum canadense
7354042,2017-08-04,43.6931561027,-72.9712505826,5,Maianthemum canadense
7355919,2017-08-04,43.4107249413,-73.0300552492,22,Maianthemum canadense
7358490,2017-08-04,43.8827230001,-89.8656270001,NA,Maianthemum canadense
7375759,2017-08-05,47.3376415484,-91.2013161556,5,Maianthemum canadense
7376214,2017-07-05,45.1448764,-88.5438883,183,Maianthemum canadense
7384515,2017-08-06,49.95622,-94.592675,NA,Maianthemum canadense
7392635,2017-08-05,41.33497,-72.0088766667,NA,Maianthemum canadense
7396039,2017-08-07,45.7120548,-84.5897911,28,Maianthemum canadense
7399836,2017-07-03,45.6286265472,-88.6012906889,183,Maianthemum canadense
7401375,2017-08-06,49.9770083333,-94.6215133333,NA,Maianthemum canadense
7403917,2017-08-04,47.9621636169,-91.8736600411,10,Maianthemum canadense
7423700,2017-08-09,45.1704131859,-85.601466978,10,Maianthemum canadense
7424472,2017-08-09,42.4786176626,-71.4340944496,10,Maianthemum canadense
7433681,2017-08-07,46.4195033333,-62.2789033333,NA,Maianthemum canadense
7442353,2017-07-10,43.6046833333,-72.8191883333,NA,Maianthemum canadense
7446713,2017-08-11,45.1303338938,-66.5243945741,6,Maianthemum canadense
7447901,2017-07-24,44.4608333333,-65.3372222222,NA,Maianthemum canadense
7449314,2017-08-11,45.0745195,-77.7348116667,NA,Maianthemum canadense
7453302,2017-08-10,43.918045,-89.8999333333,NA,Maianthemum canadense
7460332,2017-08-12,46.6463466667,-60.4006416667,NA,Maianthemum canadense
7464351,2017-08-12,46.64746508,-60.39939965,9,Maianthemum canadense
7465511,2017-08-12,45.99917755,-89.4907219336,5,Maianthemum canadense
7469131,2017-08-12,47.3966643154,-87.9022979736,250,Maianthemum canadense
7470578,2017-08-11,40.8367666667,-72.6164333333,NA,Maianthemum canadense
7476252,2017-08-13,46.6477669543,-60.4002566077,5,Maianthemum canadense
7476289,2017-08-12,46.647762,-60.397175,10,Maianthemum canadense
7476334,2017-08-12,46.64924,-60.395276,10,Maianthemum canadense
7476343,2017-08-12,46.648248,-60.398689,10,Maianthemum canadense
7477007,2017-08-13,44.626549525,-63.6033296536,196,Maianthemum canadense
7480090,2017-05-19,42.6624583333,-81.8037766667,NA,Maianthemum canadense
7482942,2017-08-13,42.4392423952,-76.340437099,1091,Maianthemum canadense
7483031,2017-08-09,46.49312,-86.5417866667,NA,Maianthemum canadense
7483307,2017-08-13,44.6642229722,-63.7697629722,10,Maianthemum canadense
7484176,2017-08-13,46.6498044081,-60.3948497772,30,Maianthemum canadense
7485405,2017-08-13,42.0103611167,-87.78878,NA,Maianthemum canadense
7485955,2017-08-13,44.6644509722,-63.7698189722,10,Maianthemum canadense
7486915,2017-06-12,42.866355,-75.661225,NA,Maianthemum canadense
7491989,2017-08-09,41.7166468527,-78.0068178551,3812,Maianthemum canadense
7497684,2017-08-14,44.4941665605,-75.8236854058,10,Maianthemum canadense
7501261,2017-08-02,45.5551116667,-80.4875116667,NA,Maianthemum canadense
7501845,2017-07-05,45.4627219,-88.4390419,1877,Maianthemum canadense
7504560,2017-08-13,46.6473533333,-60.399035,NA,Maianthemum canadense
7512551,2017-08-14,48.127425,-52.88527,NA,Maianthemum canadense
7518916,2017-08-13,43.9585376656,-89.3377914868,713,Maianthemum canadense
7527117,2017-05-21,41.4741583333,-73.3857333333,NA,Maianthemum canadense
7531541,2017-08-17,42.291278198,-72.6481044609,16,Maianthemum canadense
7545881,2017-07-12,43.6741916667,-72.2554555556,NA,Maianthemum canadense
7550052,2017-08-18,47.3435633333,-91.249275,NA,Maianthemum canadense
7554618,2017-07-03,45.8664318827,-88.468652504,182,Maianthemum canadense
7555566,2017-07-03,45.7644331,-88.5641826,182,Maianthemum canadense
7557341,2017-07-12,43.6742694444,-72.25325,NA,Maianthemum canadense
7557899,2017-07-12,43.6741916667,-72.2520916667,NA,Maianthemum canadense
7560868,2017-07-05,45.2832816,-88.1502431,183,Maianthemum canadense
7561981,2017-08-19,44.560775,-78.2079466667,NA,Maianthemum canadense
7564677,2017-07-12,43.674275,-72.2488555556,NA,Maianthemum canadense
7568761,2017-07-16,43.6750305556,-72.2554861111,NA,Maianthemum canadense
7571844,2017-07-16,43.6750666667,-72.2532416667,NA,Maianthemum canadense
7572771,2017-08-19,44.3951493362,-74.0773604718,5,Maianthemum canadense
7574187,2017-08-20,44.5013675373,-72.7234599833,5,Maianthemum canadense
7574883,2017-08-19,44.3813649193,-73.9036866837,5,Maianthemum canadense
7575704,2017-08-20,42.6353357407,-73.1903808565,5,Maianthemum canadense
7575725,2017-08-20,42.635353636,-73.190465849,5,Maianthemum canadense
7584334,2017-08-20,44.80443,-79.23895,10,Maianthemum canadense
7588815,2017-08-19,50.47405,-95.9897916667,NA,Maianthemum canadense
7605243,2017-08-20,43.4652283333,-80.6202616667,NA,Maianthemum canadense
7610524,2017-07-04,45.257379913,-88.9836951937,183,Maianthemum canadense
7610905,2017-07-04,45.4221344,-89.2626003,183,Maianthemum canadense
7615659,2017-06-03,46.01049,-73.99336,NA,Maianthemum canadense
7625918,2017-07-03,45.6013971,-88.7888749,183,Maianthemum canadense
7637040,2017-08-24,55.0810568579,-117.8505724669,66042,Maianthemum canadense
7639413,2017-05-14,36.6857008491,-81.5400401966,335,Maianthemum canadense
7639557,2017-07-03,45.7604557,-88.5308758,182,Maianthemum canadense
7639837,2017-07-04,45.4415,-88.7153,681,Maianthemum canadense
7657227,2017-07-20,47.9973079701,-91.950820907,2,Maianthemum canadense
7661720,2017-07-29,48.8372934843,-87.4448486511,5,Maianthemum canadense
7666452,2017-06-11,44.4399696331,-83.6734199524,244,Maianthemum canadense
7668619,2017-08-26,50.5768916667,-96.5869216667,NA,Maianthemum canadense
7675161,2017-08-27,43.8383310847,-71.3994141576,5,Maianthemum canadense
7676708,2017-04-16,40.7070819996,-79.5638843815,171,Maianthemum canadense
7677690,2017-05-31,46.4595281571,-80.9342252907,1031,Maianthemum canadense
7678851,2017-08-27,47.4019083333,-79.5916133333,NA,Maianthemum canadense
7681044,2017-07-05,45.1702903,-88.3474586,183,Maianthemum canadense
7683267,2017-07-02,45.9834995982,-88.6168792099,182,Maianthemum canadense
7706398,2017-08-29,46.2886391391,-85.942770992,78,Maianthemum canadense
7708849,2017-08-29,50.5737916667,-96.020325,NA,Maianthemum canadense
7720841,2017-08-27,46.031369,-89.852798,11,Maianthemum canadense
7754006,2017-09-02,43.862690980000004,-72.35940311,165,Maianthemum canadense
7754242,2017-09-02,41.4362033333,-73.8521633333,NA,Maianthemum canadense
7763666,2017-09-03,46.83131094,-71.45785747,6,Maianthemum canadense
7764914,2017-09-03,41.1179305,-81.261925,NA,Maianthemum canadense
7767528,2017-07-22,43.6750138889,-72.2499,NA,Maianthemum canadense
7780224,2017-09-04,44.2928604037,-72.3022581172,10,Maianthemum canadense
7780779,2017-09-04,44.272796684,-72.2784051486,5,Maianthemum canadense
7781402,2017-09-04,42.60825,-78.903045,NA,Maianthemum canadense
7783059,2017-09-04,47.3822212219,-91.1977767944,NA,Maianthemum canadense
7783831,2017-07-22,43.6758722222,-72.2499305556,NA,Maianthemum canadense
7786983,2017-07-22,43.6758305556,-72.2510222222,NA,Maianthemum canadense
7788027,2017-07-22,43.6758611111,-72.2521666667,NA,Maianthemum canadense
7796269,2017-09-05,43.7740491282,-71.543563809,185,Maianthemum canadense
7799937,2017-08-27,41.3930528289,-73.5414290428,208,Maianthemum canadense
7800672,2017-08-29,42.751196,-72.009802,8100,Maianthemum canadense
7800674,2017-08-29,42.751196,-72.009802,8100,Maianthemum canadense
7801946,2017-07-22,43.6758222222,-72.2533805556,NA,Maianthemum canadense
7802888,2017-07-22,43.6758083333,-72.2554694444,NA,Maianthemum canadense
7810256,2017-08-12,46.64924,-60.395276,NA,Maianthemum canadense
7810264,2017-08-12,46.648595,-60.397506,NA,Maianthemum canadense
7810275,2017-09-06,42.3339157104,-72.525100708,NA,Maianthemum canadense
7811280,2017-09-06,45.63456496,-78.36378676,24,Maianthemum canadense
7815499,2017-09-06,45.63443,-78.3640666667,NA,Maianthemum canadense
7819144,2017-09-07,43.2671942426,-72.8689260005,65,Maianthemum canadense
7819574,2017-09-07,43.2669884619,-72.8693460022,5,Maianthemum canadense
7837621,2017-09-08,42.2577083333,-72.5643833333,NA,Maianthemum canadense
7837890,2017-09-08,45.0597305,-64.4773466667,NA,Maianthemum canadense
7846945,2017-09-07,45.7299894112,-78.4545356587,209,Maianthemum canadense
7854105,2017-09-09,42.8259381233,-80.2920618933,5,Maianthemum canadense
7855114,2017-07-29,43.6766805556,-72.2510305556,NA,Maianthemum canadense
7856057,2017-07-29,43.6767222222,-72.2499305556,NA,Maianthemum canadense
7869943,2017-09-10,41.48355,-73.3716283333,NA,Maianthemum canadense
7870634,2017-09-09,37.3672130374,-80.5331633985,4,Maianthemum canadense
7877931,2017-09-11,44.6076807762,-72.2487529553,61,Maianthemum canadense
7880503,2017-09-08,46.054224,-89.850483,23,Maianthemum canadense
7883844,2017-09-11,42.2955471648,-71.30713566,6,Maianthemum canadense
7908790,2017-09-13,44.6538734167,-63.6587791389,NA,Maianthemum canadense
7916361,2017-09-13,44.6579388889,-63.6891666667,NA,Maianthemum canadense
7926360,2017-09-14,44.9641883333,-88.8181383333,NA,Maianthemum canadense
7928188,2017-09-06,45.6350406191,-78.3629250526,31,Maianthemum canadense
7928190,2017-09-06,45.6353406937,-78.3612513542,31,Maianthemum canadense
7934608,2017-06-23,51.1847222222,-97.6258333333,NA,Maianthemum canadense
7940409,2017-05-28,45.435983,-76.325781,100,Maianthemum canadense
7943103,2017-09-16,44.6258340218,-63.5668046773,5,Maianthemum canadense
7944092,2017-09-15,44.6257383333,-63.56518,NA,Maianthemum canadense
7944866,2017-09-15,44.62443,-63.5659333333,NA,Maianthemum canadense
7946888,2017-09-15,44.8336844333,-71.8335074746,5,Maianthemum canadense
7948826,2017-05-28,45.436354,-76.327563,100,Maianthemum canadense
7954322,2017-09-16,44.6263372712,-63.5710986425,5,Maianthemum canadense
7955802,2017-09-16,44.6240549722,-63.567416,10,Maianthemum canadense
7960173,2017-09-17,44.691625926,-63.69463792,10,Maianthemum canadense
7960457,2017-09-17,44.692396894,-63.697658842,7,Maianthemum canadense
7960642,2017-09-17,44.6927038407,-63.6980381014,4,Maianthemum canadense
7961661,2017-09-17,42.4404006265,-71.4828184527,10,Maianthemum canadense
7963103,2017-09-17,44.69224021,-63.69406448,12,Maianthemum canadense
7964994,2017-09-16,53.5590433813,-117.0758982,352222,Maianthemum canadense
7969178,2017-09-17,43.7022204185,-72.3048159388,5,Maianthemum canadense
7973308,2017-09-17,44.6929866667,-63.695605,NA,Maianthemum canadense
7989373,2017-09-18,44.33572,-72.3645566667,NA,Maianthemum canadense
7997762,2017-09-19,43.63169475,-72.5220362284,10,Maianthemum canadense
7999708,2017-09-19,47.018312,-65.5492794,1479,Maianthemum canadense
8000460,2017-09-07,45.6352166667,-78.3628533333,NA,Maianthemum canadense
8004963,2017-09-19,50.01541945,-96.9209283333,NA,Maianthemum canadense
8016945,2017-08-27,43.4791737,-89.5320701,185,Maianthemum canadense
8031035,2017-09-21,45.9765633333,-86.2085416667,NA,Maianthemum canadense
8057929,2017-09-23,45.9524326978,-66.898567937,1147,Maianthemum canadense
8077279,2017-09-23,41.8084881,-89.4502153,187,Maianthemum canadense
8079524,2017-09-24,53.6121290662,-116.672007814,8256,Maianthemum canadense
8093451,2017-09-24,44.9106807474,-88.5783371698,69,Maianthemum canadense
8096250,2017-09-25,43.5877594,-79.5431704,584,Maianthemum canadense
8168263,2017-09-29,52.1115485978,-101.2536994974,65,Maianthemum canadense
8192301,2017-06-11,45.49069,-75.864431,100,Maianthemum canadense
8192365,2017-06-11,45.49069,-75.864431,100,Maianthemum canadense
8204770,2017-10-01,44.3910146,-68.0774613,3099,Maianthemum canadense
8223901,2017-09-30,46.484393,-91.301196,NA,Maianthemum canadense
8244465,2017-10-03,42.5783729553,-71.4130783081,NA,Maianthemum canadense
8289887,2017-10-06,44.3111,-80.5268466667,NA,Maianthemum canadense
8294985,2017-10-07,44.9029118289,-85.5250895676,10,Maianthemum canadense
8294986,2017-10-07,44.90307712,-85.5253806711,10,Maianthemum canadense
8303320,2017-09-17,43.3840606531,-80.3480172157,61,Maianthemum canadense
8358264,2017-10-11,44.3585945144,-68.2062469286,1438,Maianthemum canadense
8358559,2017-10-11,43.1507197721,-71.2379808818,5,Maianthemum canadense
8394926,2017-09-22,42.8448373,-72.338455,18,Maianthemum canadense
8432755,2017-10-15,42.6099384116,-71.9657063484,57,Maianthemum canadense
8447926,2017-10-17,45.2740028222,-75.7336672024,5,Maianthemum canadense
8450035,2017-05-27,44.4104856699,-84.0189743042,1580,Maianthemum canadense
8497276,2017-10-18,44.8894746732,-75.4102311522,64,Maianthemum canadense
8519784,2016-06-20,44.5240367413,-78.4960274127,100,Maianthemum canadense
8522221,2017-10-23,47.2508447199,-68.5881618877,10,Maianthemum canadense
8545854,2017-10-25,44.2545125261,-64.284938816,10,Maianthemum canadense
8545860,2017-10-25,44.2545123585,-64.2849264108,5,Maianthemum canadense
8545861,2017-10-25,44.2550027459,-64.2850727485,957,Maianthemum canadense
8545862,2017-10-25,44.254605,-64.2850883333,0,Maianthemum canadense
8545864,2017-10-25,44.2546045175,-64.2850060389,5,Maianthemum canadense
8545946,2017-10-25,44.2547225952,-64.2850036621,NA,Maianthemum canadense
8546589,2017-10-25,44.2449310469,-64.2887547613,5,Maianthemum canadense
8570919,2017-10-21,44.8840934764,-78.7259674072,1977,Maianthemum canadense
8618437,2017-05-27,47.6238553121,-65.205552578,4,Maianthemum canadense
8623744,2017-06-03,46.827423174,-64.9125212431,4,Maianthemum canadense
8692419,2017-08-30,47.6741619076,-64.870710969,4,Maianthemum canadense
8725663,2017-04-16,35.818351,-82.14898,197,Maianthemum canadense
8744139,2017-11-09,42.31713,-72.8112633333,10,Maianthemum canadense
8856830,2017-06-02,45.3583834017,-75.6230596449,335,Maianthemum canadense
8889121,2017-08-08,44.294145,-72.303005,NA,Maianthemum canadense
8908409,2017-11-21,47.5006349938,-64.9330750108,4,Maianthemum canadense
9059456,2017-09-11,44.9647971185,-68.5546876406,2931896,Maianthemum canadense
9084672,2017-05-28,41.620216,-81.418283,NA,Maianthemum canadense
9097313,2017-05-28,41.620216,-81.418283,NA,Maianthemum canadense
9165580,2017-08-09,44.4037583333,-72.5581366667,NA,Maianthemum canadense
9212350,2017-07-03,46.655555,-87.6280983333,NA,Maianthemum canadense
9262019,2017-05-27,44.9509567321,-72.8764844156,1039,Maianthemum canadense
9270096,2017-12-26,43.0066084945,-82.4003322423,4,Maianthemum canadense
9276045,2017-07-27,40.9099582702,-73.1070846788,NA,Maianthemum canadense
9276147,2017-05-21,43.3684606073,-89.9829365223,2781,Maianthemum canadense
9282999,2017-08-11,44.3170983333,-72.3227833333,NA,Maianthemum canadense
9283213,2017-08-13,43.11189,-71.6432666667,NA,Maianthemum canadense
9283847,2017-08-15,44.25857,-72.6000766667,NA,Maianthemum canadense
9304662,2017-08-18,44.3007233333,-72.36251,NA,Maianthemum canadense
9308749,2016-04-20,40.0702359596,-75.2256288574,61,Maianthemum canadense
9388801,2017-09-04,45.391162,-76.079452,100,Maianthemum canadense
9420077,2018-01-08,44.6640548706,-63.7698364258,10,Maianthemum canadense
9429021,2016-06-28,48.7986111111,-86.6223666667,NA,Maianthemum canadense
9430255,2017-08-06,47.2367041907,-79.5092582701,356,Maianthemum canadense
9462525,2016-05-16,36.1088379935,-81.7843294144,272,Maianthemum canadense
9483223,2017-06-15,46.6550333333,-87.6310966667,NA,Maianthemum canadense
9502354,2017-05-27,48.1964582547,-91.0035324097,325,Maianthemum canadense
9513058,2017-08-31,44.23003,-72.5608966667,NA,Maianthemum canadense
9531864,2017-05-28,42.9003633333,-73.1622695,5,Maianthemum canadense
9552561,2017-11-24,45.6127666667,-77.5877766667,100,Maianthemum canadense
9650371,2017-09-12,44.4323383333,-72.42875,NA,Maianthemum canadense
9650480,2017-11-24,45.6113,-77.592775,NA,Maianthemum canadense
9685447,2017-06-03,40.7233977,-77.7847203,717,Maianthemum canadense
9688460,2017-07-29,43.676619444400004,-72.248825,NA,Maianthemum canadense
9689218,2017-07-29,43.6774833333,-72.2477861111,NA,Maianthemum canadense
9698679,2017-07-29,43.6774777778,-72.2488944444,NA,Maianthemum canadense
9699048,2017-07-29,43.6774527778,-72.2499083333,NA,Maianthemum canadense
9712511,2017-07-29,43.6774555556,-72.2510833333,NA,Maianthemum canadense
9712789,2017-07-29,43.677475,-72.2521972222,NA,Maianthemum canadense
9806851,2017-05-24,42.7502283333,-83.1400971667,5,Maianthemum canadense
9807138,2017-08-25,43.6798055556,-72.2510611111,NA,Maianthemum canadense
9807579,2017-08-25,43.6799361111,-72.2499694444,NA,Maianthemum canadense
9825437,2016-09-24,45.5576980095,-71.1740522616,NA,Maianthemum canadense
9876120,2017-08-27,43.6789777778,-72.2511055556,NA,Maianthemum canadense
9886435,2017-08-27,43.6791083333,-72.2499166667,NA,Maianthemum canadense
