file,open_flowers,flowers,time
12628544.jpg,1,1,2.89901059406111
12636308.jpg,1,1,0.7428197089466266
12636385.jpg,1,1,0.7777683470048942
12639811.jpg,1,1,2.6385449689696543
12653599.jpg,1,1,0.7207107680151239
12654199.jpg,1,1,0.5208861239952967
12663241.jpg,1,1,0.47769129695370793
12676827.jpg,1,1,0.4291442389949225
12676897.jpg,1,1,0.38778966799145564
12680122.jpg,1,1,0.45125530002405867
12681201.jpg,1,1,0.42640833801124245
12681969.jpg,1,1,0.4778164789895527
12684576.jpg,1,1,0.8901591490139253
12692479.jpg,1,1,0.531275546993129
12717891.jpg,1,1,0.43620712897973135
12735128.jpg,1,1,1.4877856000093743
12738246.jpg,1,1,0.43937115801963955
12754391.jpg,1,1,0.5287179150036536
12754663.jpg,1,1,0.5199531279504299
12769686.jpg,1,1,0.5135770660126582
12786617.jpg,1,1,0.566838575003203
12786672.jpg,1,1,0.45411024399800226
12786951.jpg,1,1,0.5461745750508271
12791685.jpg,1,1,0.4416585019789636
12797809.jpg,1,1,0.995442371990066
12799480.jpg,1,1,1.3408189190085977
12814961.jpg,1,1,0.7671626770170406
12818878.jpg,1,1,0.4659498149994761
12836403.jpg,1,1,0.5179407769464888
12838819.jpg,0,0,1.3539222580147907
12841626.jpg,1,1,1.3405532469623722
12842453.jpg,1,1,0.4525757349911146
12845240.jpg,1,1,0.39036313199903816
12846215.jpg,1,1,0.8660480219987221
12846510.jpg,1,1,0.44518045795848593
12855888.jpg,1,1,0.5307426169747487
12856996.jpg,1,1,1.0432503540068865
12870203.jpg,1,1,0.4609922270174138
12877496.jpg,1,1,0.5812545789522119
12880806.jpg,1,1,0.7256484110257588
12889030.jpg,1,1,0.45114204403944314
12890083.jpg,1,1,0.9469140360015444
12890831.jpg,1,1,0.44517502799862996
12891604.jpg,1,1,0.4646254980470985
12893807.jpg,1,1,0.5092897979775444
12898463.jpg,1,1,0.6056934649823233
12902176.jpg,1,1,0.579172877012752
12911932.jpg,1,1,0.4702750699943863
12914365.jpg,1,1,0.426464018994011
12917054.jpg,1,1,1.393091012025252
12928571.jpg,1,1,0.4212859369581565
12929276.jpg,1,1,0.4746093850117177
12930012.jpg,1,1,0.7051692649838515
12930964.jpg,1,1,0.41154475597431883
12940886.jpg,1,1,0.7956641539931297
12941705.jpg,1,1,0.9777072289725766
12942903.jpg,1,1,0.40546879603061825
12945155.jpg,1,1,0.5584576569963247
12955302.jpg,1,1,0.7716642650193535
12957200.jpg,1,1,0.39858198299771175
12958093.jpg,1,1,3.491404742002487
12961291.jpg,0,1,3.511001323000528
12976367.jpg,1,1,2.4771568620344624
12982457.jpg,1,1,0.5092621119692922
12983206.jpg,1,1,0.4485372889903374
12984172.jpg,1,1,0.40598578203935176
12988953.jpg,1,1,0.40599351399578154
12993647.jpg,1,1,0.4304300830117427
12995275.jpg,1,1,0.38794670696370304
13013605.jpg,1,1,0.701135084964335
13017945.jpg,1,1,0.6773655459983274
13019248.jpg,0,1,2.023613277997356
13034466.jpg,1,1,1.5118793440051377
13037030.jpg,1,1,107.96359207696514
13040159.jpg,1,1,0.5032696880516596
13045312.jpg,1,1,0.4345364359905943
13046025.jpg,1,1,0.5215530300047249
13048178.jpg,1,1,0.4877800790127367
13053278.jpg,0,1,1.7483138510142453
13055229.jpg,1,1,1.7307557520107366
13062514.jpg,1,1,1.6098635609960184
13076966.jpg,1,1,0.5926180250244215
13078350.jpg,1,1,0.4641016050009057
13082404.jpg,1,1,0.4272048340062611
13093302.jpg,1,1,0.3787089689867571
13098074.jpg,1,1,0.4358328299713321
13101692.jpg,1,1,0.43396203604061157
13124048.jpg,1,1,0.4446707080351189
13126641.jpg,1,1,0.3700890179607086
13126966.jpg,1,1,0.4024898629868403
13140414.jpg,1,1,0.3864987500128336
13143873.jpg,1,1,2.5138925299979746
13146484.jpg,1,1,0.5236126470263116
13147028.jpg,1,1,0.46658172097522765
13147270.jpg,1,1,0.49551850697025657
13147299.jpg,1,1,0.402033231977839
13155785.jpg,1,1,0.4022114660474472
13166104.jpg,0,0,26.453301169967744
13185292.jpg,1,1,2.7441075399401598
13186996.jpg,1,1,4.87305292498786
13189698.jpg,0,1,1.105061633978039
13201528.jpg,1,1,0.9018193249939941
13204000.jpg,1,1,0.49019117397256196
13205672.jpg,1,1,0.5706455300096422
13210771.jpg,1,1,0.47039371501887217
13211355.jpg,1,1,0.5352140520117246
13214575.jpg,1,1,0.777095693978481
13223947.jpg,1,1,0.6887343170237727
13231288.jpg,1,1,0.48249053000472486
13232069.jpg,1,1,2.879801884002518
13233747.jpg,1,1,0.7070132159860805
13236497.jpg,1,1,1.9092205250053667
13237803.jpg,1,1,1.3167856369982474
13245283.jpg,1,1,0.5380711159668863
13247911.jpg,1,1,0.47950254299212247
13249074.jpg,1,1,0.5918829169822857
13250762.jpg,1,1,0.734989624004811
13250813.jpg,1,1,0.47556861804332584
13252648.jpg,1,1,0.7836539279669523
13258305.jpg,1,1,0.4269836319726892
13260884.jpg,0,1,22.790210050006863
13261237.jpg,1,1,0.6956134390202351
13261246.jpg,1,1,0.46775962301762775
13261427.jpg,1,1,0.4412901810137555
13261567.jpg,1,1,0.5698760150116868
13263014.jpg,1,1,0.5054371270234697
13266378.jpg,1,1,0.6386484979884699
13271984.jpg,1,1,0.45542413502698764
13276485.jpg,1,1,31.809922160988208
13281527.jpg,1,1,3.4235178909730166
13282626.jpg,1,1,0.4978225370286964
13285382.jpg,1,1,5.9331500550033525
13286741.jpg,1,1,0.5966304629691876
13293111.jpg,1,1,0.4732750770053826
13299379.jpg,1,1,0.47363507095724344
13301426.jpg,1,1,0.5412795480224304
13301909.jpg,1,1,0.42425099399406463
13309528.jpg,1,1,1.2486051669693552
13315230.jpg,1,1,4.89538270898629
13315806.jpg,1,1,0.6272523840307258
13320905.jpg,1,1,0.7206651669694111
13321412.jpg,1,1,0.7021911980118603
13321914.jpg,1,1,0.5707340399967507
13326281.jpg,1,1,0.6746519090374932
13331658.jpg,1,1,0.6642334659700282
13334979.jpg,1,1,0.4515360210207291
13335216.jpg,1,1,1.656872016028501
13337025.jpg,1,1,1.1981650780071504
13337393.jpg,1,1,0.631911623000633
13338127.jpg,1,1,0.4712069410015829
13339075.jpg,1,1,0.5294625090318732
13339423.jpg,1,1,0.4877689669956453
13341034.jpg,1,1,0.6756466029910371
13350322.jpg,1,1,0.5317835879977793
13352787.jpg,1,1,0.5010042699868791
13362253.jpg,1,1,0.5320185809978284
13364795.jpg,1,1,0.4890991850406863
13365438.jpg,1,1,0.4423691349802539
13365440.jpg,1,1,0.40133069903822616
13365441.jpg,1,1,1.3152678899932653
13372332.jpg,1,1,0.7012530220090412
13376257.jpg,1,1,0.42533273599110544
13380136.jpg,1,1,0.4309213770320639
13382163.jpg,1,1,1.106854806013871
13382815.jpg,1,1,0.9541662239935249
13385863.jpg,1,1,0.8159067800152116
13386309.jpg,1,1,0.8918209549738094
13389024.jpg,1,1,1.0133813679567538
13392635.jpg,1,1,1.0094336539623328
13392640.jpg,1,1,0.6852829650160857
13392652.jpg,1,1,0.6333170110010542
13396263.jpg,1,1,0.7053141219657846
13396278.jpg,1,1,0.6104906249674968
13396341.jpg,0,1,1.2397731539676897
13400186.jpg,1,1,0.8858693329966627
13402284.jpg,1,1,1.8910577269853093
13403213.jpg,1,1,1.2377838560496457
13409788.jpg,1,1,1.1688444759929553
13419444.jpg,1,1,0.735451626998838
13426818.jpg,1,1,0.5799210909754038
13427736.jpg,1,1,0.7511668159859255
13433371.jpg,1,1,0.561333191988524
13434967.jpg,1,1,0.657811182027217
13436109.jpg,1,1,0.72007154696621
13436951.jpg,1,1,2.7838085620314814
13440381.jpg,1,1,4.6628872829605825
13449724.jpg,1,1,0.6891981469816528
13451925.jpg,1,1,0.5661603900371119
13452349.jpg,1,1,0.6195546839735471
13453226.jpg,1,1,0.5169182879617438
13454340.jpg,1,1,0.5548436010139994
13456954.jpg,1,1,0.6504867110052146
13457887.jpg,0,1,0.9467971409903839
13458878.jpg,1,1,36.73864922893699
13462302.jpg,1,1,78.30131422291743
13463120.jpg,1,1,0.693190329009667
13464552.jpg,1,1,0.8196156260091811
13467015.jpg,1,1,0.48299571097595617
13468178.jpg,0,1,1.3485647139605135
13468479.jpg,1,1,1.0113529389491305
13469815.jpg,1,1,1.4052974359947257
13479093.jpg,1,1,0.6292493169894442
13479410.jpg,1,1,1.2342750480165705
13481321.jpg,1,1,0.7228049980476499
13482595.jpg,1,1,3.5686740579549223
13482620.jpg,1,1,0.6617039479897358
13483366.jpg,1,1,0.6951410030014813
13483848.jpg,1,1,0.5092322139535099
13487298.jpg,1,1,0.7938152150018141
13488583.jpg,1,1,2.467829448985867
13490269.jpg,1,1,5.279118871025275
13494539.jpg,1,1,2.83381990599446
13497048.jpg,1,1,0.7048998610116541
13498995.jpg,1,1,0.924778904998675
13499002.jpg,1,1,0.6809121480328031
13499589.jpg,1,1,0.4928750490071252
13501375.jpg,1,1,0.7248918179539032
13501765.jpg,1,1,0.5326023540110327
13502380.jpg,1,1,0.7822102709906176
13502786.jpg,1,1,0.49172247003298253
13504810.jpg,1,1,0.9084234639885835
13506708.jpg,1,1,2.777353106997907
13506790.jpg,0,1,1.1199849440017715
13507548.jpg,1,1,0.6724772960296832
13515971.jpg,1,1,1.8916020250180736
13525065.jpg,1,1,0.7285323640098795
13528931.jpg,1,1,1.3714050359558314
13537510.jpg,1,1,0.8477165690273978
13542953.jpg,1,1,0.6241929139941931
13548919.jpg,1,1,0.7368284740368836
13549680.jpg,1,1,0.5199313350021839
13549703.jpg,1,1,0.6506312980200164
13551431.jpg,1,1,1.8713215049938299
13551592.jpg,1,1,0.8121824660338461
13551630.jpg,1,1,0.7025248419959098
13552702.jpg,1,1,0.4652089549927041
13554810.jpg,1,1,0.7536115820403211
13558015.jpg,1,1,0.768099162960425
13558485.jpg,1,1,0.5596420099609531
13560190.jpg,1,1,0.5032219819840975
13561126.jpg,1,1,0.553544296999462
13561332.jpg,0,1,1.1365379659691826
13564827.jpg,1,1,1.5052672360325232
13566651.jpg,1,1,0.7799406470148824
13569154.jpg,1,1,0.7858949329820462
13578802.jpg,1,1,0.9682487069512717
13581514.jpg,1,1,0.7415002180496231
13582517.jpg,1,1,0.6714530370081775
13585930.jpg,1,1,0.5034665789571591
13586222.jpg,1,1,0.4705981829902157
13588050.jpg,1,1,4.198912759020459
13588213.jpg,1,1,1.169205004000105
13589392.jpg,1,1,1.46192880399758
13592298.jpg,1,1,0.5757654919871129
13592882.jpg,1,1,0.9059302660170943
13594711.jpg,1,1,0.4992039459757507
13595218.jpg,1,1,0.9507489780080505
13608005.jpg,1,1,1.3481106659746729
13609702.jpg,1,1,0.49619705602526665
13611279.jpg,1,1,0.6887647859985009
13611562.jpg,1,1,0.8054443249711767
13612499.jpg,1,1,0.6749817189993337
13613001.jpg,1,1,2.935162818990648
13613033.jpg,1,1,0.5856547260191292
13615858.jpg,1,1,1.4421275170170702
13619061.jpg,1,1,0.5418296289863065
13619288.jpg,0,1,6.298725144006312
13619461.jpg,1,1,0.6247023240430281
13622477.jpg,1,1,1.758757092000451
13623610.jpg,1,1,0.5267350299982354
13624011.jpg,1,1,0.6295616989955306
13624899.jpg,1,1,0.5138453260296956
13626033.jpg,1,1,0.49973250599578023
13627127.jpg,1,1,0.4530095810187049
13628998.jpg,1,1,0.48217471200041473
13629827.jpg,1,1,0.5782809880329296
13632495.jpg,1,1,0.4070890670409426
13632618.jpg,1,1,0.454367131984327
13639489.jpg,1,1,0.5089351900387555
13640457.jpg,1,1,0.5536148080136627
13641779.jpg,1,1,0.8731292150332592
13644904.jpg,1,1,0.6435722300084308
13647003.jpg,1,1,1.8220474420231767
13656921.jpg,1,1,1.231740011018701
13658096.jpg,1,1,0.6578490899992175
13658762.jpg,0,1,1.2197824189788662
13674782.jpg,1,1,0.7496625030180439
13676144.jpg,1,1,8.788456481008325
13676200.jpg,1,1,0.49589271703734994
13681938.jpg,1,1,0.6230124690337107
13682929.jpg,1,1,0.6797683220356703
13683840.jpg,1,1,4.950168568000663
13684096.jpg,1,1,0.5560141850146465
13685764.jpg,1,1,0.6128715900122188
13686000.jpg,1,1,0.5662050470127724
13688888.jpg,1,1,0.457310976984445
13690461.jpg,1,1,0.4740542609943077
13695340.jpg,1,1,0.41182454698719084
13697940.jpg,0,1,0.9862698299693875
13700293.jpg,1,1,0.8790082869818434
13700972.jpg,1,1,0.5776455689920112
13701790.jpg,0,1,0.9082634950173087
13701805.jpg,1,1,1.5630953279905953
13703781.jpg,1,1,0.7973312689573504
13705049.jpg,1,1,0.5881397829507478
13705331.jpg,1,1,1.2644411360379308
13709830.jpg,0,1,1.0652968510403298
13711969.jpg,1,1,0.724479567958042
13712274.jpg,1,1,0.5697251799865626
13720429.jpg,1,1,0.8200276620336808
13722156.jpg,0,1,1.0083721179980785
13723504.jpg,0,1,33.7080784830614
13724276.jpg,1,1,2.519025415997021
13732150.jpg,1,1,2.01428181596566
13733728.jpg,1,1,1.727854811004363
13733911.jpg,0,1,14.787958026048727
13738132.jpg,1,1,0.7231392869725823
13741188.jpg,1,1,0.5410886959871277
13743664.jpg,1,1,0.48135378101142123
13747512.jpg,1,1,0.47000810399185866
13749852.jpg,1,1,1.0148335240082815
13756022.jpg,1,1,0.4842670480138622
13758913.jpg,1,1,0.7534252189798281
13761030.jpg,0,1,1.0692851929925382
13762412.jpg,1,1,0.5712461729999632
13763136.jpg,0,1,0.9983676520059817
13766766.jpg,1,1,1.1232695530052297
13766992.jpg,1,1,0.8458749200217426
13770849.jpg,1,1,0.6706013579969294
13770856.jpg,1,1,0.51849485601997
13772554.jpg,1,1,0.7558689059806056
13773705.jpg,1,1,0.5727115080226213
13774615.jpg,1,1,0.8969156299717724
13776289.jpg,1,1,1.6285542979603633
13776663.jpg,1,1,0.6182457570102997
13777171.jpg,1,1,0.7063540740055032
13777269.jpg,0,1,1.3794159679673612
13777867.jpg,1,1,0.6256977409939282
13778461.jpg,1,1,0.5472170930006541
13778616.jpg,1,1,0.6866999390185811
13779078.jpg,1,1,0.39113706204807386
13781184.jpg,1,1,0.48069916700478643
13781404.jpg,1,1,0.45488623302662745
13781437.jpg,1,1,0.6816450839978643
13781558.jpg,1,1,7.232700631953776
13781585.jpg,1,1,3.1628040689392947
13782002.jpg,1,1,0.5207753910217434
13782395.jpg,0,1,4.242573650961276
13784662.jpg,1,1,0.77419781597564
13784934.jpg,0,1,2.0791152479941957
13784970.jpg,1,1,0.7896640619728714
13786778.jpg,1,1,2.0987411229871213
13786898.jpg,1,1,0.5718290390213951
13788342.jpg,1,1,0.48904585698619485
13788679.jpg,0,1,0.9948931210092269
13792172.jpg,1,1,0.6664953969884664
13793548.jpg,1,1,0.9344324720441364
13794387.jpg,1,1,5.894043048028834
13794408.jpg,1,1,0.8635180999990553
13794833.jpg,1,1,2.3072441080003045
13798681.jpg,1,1,0.7101461419952102
13799633.jpg,1,1,2.632055353024043
13799786.jpg,1,1,1.137537926028017
13800057.jpg,1,1,0.47387623600661755
13802348.jpg,1,1,0.7352544319583103
13803511.jpg,1,1,0.5543948030099273
13806522.jpg,1,1,7.415151407010853
13806627.jpg,1,1,0.6227265979978256
13807142.jpg,1,1,0.6665283809998073
13807167.jpg,1,1,0.4944982720189728
13808616.jpg,1,1,0.8344333950080909
13809378.jpg,1,1,0.6486589849810116
13813439.jpg,1,1,0.7204826339730062
13813710.jpg,1,1,0.7353389990166761
13815199.jpg,1,1,16.13702511001611
13817617.jpg,1,1,0.5203913070145063
13818645.jpg,1,1,0.8462602600338869
13819178.jpg,1,1,0.5655056120012887
13819831.jpg,1,1,2.41656956798397
13820116.jpg,1,1,0.5140964069869369
13820124.jpg,1,1,0.6914123210008256
13821218.jpg,1,1,125.55099002900533
13827171.jpg,1,1,0.6563358090352267
13827470.jpg,1,1,0.6774845540057868
13829186.jpg,0,1,2.7977604329935275
13829244.jpg,1,1,0.6127993889967911
13829916.jpg,1,1,0.850360489974264
13830541.jpg,1,1,1.0136812269920483
13831389.jpg,1,1,0.5237009399570525
13832775.jpg,1,1,2.1071728090173565
13832951.jpg,0,1,1.386681445990689
13834305.jpg,1,1,0.6553534830454737
13835181.jpg,1,1,0.6463222479796968
13835633.jpg,1,1,0.5026253230171278
13835966.jpg,1,1,0.3977268019807525
13836021.jpg,1,1,0.4361923399847001
13836045.jpg,1,1,0.44648488995153457
13836188.jpg,1,1,0.4774151140009053
13836412.jpg,1,1,0.3770563679863699
13837770.jpg,1,1,0.38872026302851737
13838360.jpg,1,1,0.47793757199542597
13838443.jpg,1,1,5.896196942019742
13838744.jpg,1,1,0.6016003040131181
13838807.jpg,1,1,0.7012826529680751
13843494.jpg,1,1,97.12976142100524
13844011.jpg,1,1,0.839759505004622
13847618.jpg,1,1,0.421438428980764
13848902.jpg,1,1,0.6285185739980079
13849640.jpg,1,1,0.6838443169835955
13849805.jpg,0,0,68.58852137299255
13856547.jpg,1,1,0.8168133099679835
13858826.jpg,1,1,1.3921159380115569
13859511.jpg,0,1,1.2169581219786778
13860069.jpg,1,1,2.499187018023804
13861580.jpg,1,1,0.4828262889641337
13868082.jpg,1,1,0.4471617100061849
13868111.jpg,1,1,0.4438571829814464
13868197.jpg,1,1,0.46308410103665665
13869235.jpg,1,1,0.40196159202605486
13869948.jpg,1,1,0.5996788199990988
13871739.jpg,1,1,0.3627409030450508
13873086.jpg,1,1,0.4100205239956267
13873880.jpg,1,1,0.3776050840388052
13874485.jpg,1,1,0.366574851970654
13874593.jpg,1,1,0.398840517969802
13876172.jpg,1,1,0.6099361930391751
13877467.jpg,1,1,0.6362345599918626
13878619.jpg,0,1,1.2272683969931677
13883508.jpg,1,1,0.5373281890060753
13884563.jpg,1,1,0.4925515989889391
13885617.jpg,1,1,0.6737689560395665
13886730.jpg,1,1,0.45761097501963377
13888354.jpg,1,1,0.6058132379548624
13889241.jpg,1,1,1.411924858985003
13890394.jpg,1,1,0.6177171629969962
13892901.jpg,1,1,1.456999080022797
13893155.jpg,0,0,27.45808096800465
13893748.jpg,1,1,1.0920525079709478
13895809.jpg,1,1,0.49182952201226726
13901345.jpg,1,1,0.541406164993532
13901384.jpg,1,1,0.40041746699716896
13904583.jpg,1,1,0.44131446396932006
13913384.jpg,1,1,0.7642087020212784
13914244.jpg,1,1,0.4536934550269507
