sample_size,flowering_lengths,flowering_gradients,spatial_gradient_types,clustering,bootstrap_i,simulation_id,seed
150,15,67.19999999999999,non-linear,FALSE,15,2849,578615478.2399535
300,15,67.19999999999999,non-linear,FALSE,15,2850,373586843.02307665
600,15,67.19999999999999,non-linear,FALSE,15,2851,324338926.9337058
1200,15,67.19999999999999,non-linear,FALSE,15,2852,167428991.99016392
150,30,67.19999999999999,non-linear,FALSE,15,2853,504441179.8007786
300,30,67.19999999999999,non-linear,FALSE,15,2854,120562270.74936032
600,30,67.19999999999999,non-linear,FALSE,15,2855,926363679.8132211
1200,30,67.19999999999999,non-linear,FALSE,15,2856,404319440.94598293
150,45,67.19999999999999,non-linear,FALSE,15,2857,164980471.1341858
300,45,67.19999999999999,non-linear,FALSE,15,2858,512219514.9306208
600,45,67.19999999999999,non-linear,FALSE,15,2859,612458506.8318993
1200,45,67.19999999999999,non-linear,FALSE,15,2860,181178821.94928825
150,60,67.19999999999999,non-linear,FALSE,15,2861,923575585.0095302
300,60,67.19999999999999,non-linear,FALSE,15,2862,413071642.8626329
600,60,67.19999999999999,non-linear,FALSE,15,2863,740325703.0528039
1200,60,67.19999999999999,non-linear,FALSE,15,2864,18763728.90546918
150,15,16.799999999999997,non-linear,FALSE,15,2865,286662803.2643348
300,15,16.799999999999997,non-linear,FALSE,15,2866,485515519.74378526
600,15,16.799999999999997,non-linear,FALSE,15,2867,666690044.105053
1200,15,16.799999999999997,non-linear,FALSE,15,2868,428084149.9567032
150,30,16.799999999999997,non-linear,FALSE,15,2869,429454449.79704916
300,30,16.799999999999997,non-linear,FALSE,15,2870,207401265.3902173
600,30,16.799999999999997,non-linear,FALSE,15,2871,173279021.4009583
1200,30,16.799999999999997,non-linear,FALSE,15,2872,930718496.6746718
150,45,16.799999999999997,non-linear,FALSE,15,2873,347411264.19976354
300,45,16.799999999999997,non-linear,FALSE,15,2874,417164125.0140965
600,45,16.799999999999997,non-linear,FALSE,15,2875,314798175.5901128
1200,45,16.799999999999997,non-linear,FALSE,15,2876,620651392.9646462
150,60,16.799999999999997,non-linear,FALSE,15,2877,532410302.1994233
300,60,16.799999999999997,non-linear,FALSE,15,2878,963682194.2403913
600,60,16.799999999999997,non-linear,FALSE,15,2879,941229823.9767551
1200,60,16.799999999999997,non-linear,FALSE,15,2880,162930819.67160106
150,15,33.599999999999994,linear,TRUE,16,2881,865305787.6508683
300,15,33.599999999999994,linear,TRUE,16,2882,504668368.95793676
600,15,33.599999999999994,linear,TRUE,16,2883,23675492.03336239
1200,15,33.599999999999994,linear,TRUE,16,2884,421119102.044031
150,30,33.599999999999994,linear,TRUE,16,2885,72837509.21487808
300,30,33.599999999999994,linear,TRUE,16,2886,69160926.15574598
600,30,33.599999999999994,linear,TRUE,16,2887,731513766.5718794
1200,30,33.599999999999994,linear,TRUE,16,2888,33103164.75108266
150,45,33.599999999999994,linear,TRUE,16,2889,158793757.20396638
300,45,33.599999999999994,linear,TRUE,16,2890,475130310.28211117
600,45,33.599999999999994,linear,TRUE,16,2891,606811646.6049105
1200,45,33.599999999999994,linear,TRUE,16,2892,257172465.32440186
150,60,33.599999999999994,linear,TRUE,16,2893,627437971.5323448
300,60,33.599999999999994,linear,TRUE,16,2894,971004276.5364051
600,60,33.599999999999994,linear,TRUE,16,2895,103081272.4493444
1200,60,33.599999999999994,linear,TRUE,16,2896,191728638.48507404
150,15,67.19999999999999,linear,TRUE,16,2897,253859745.33855915
300,15,67.19999999999999,linear,TRUE,16,2898,632062516.4080411
600,15,67.19999999999999,linear,TRUE,16,2899,497748230.8167964
1200,15,67.19999999999999,linear,TRUE,16,2900,627930944.0869838
150,30,67.19999999999999,linear,TRUE,16,2901,481516790.8091098
300,30,67.19999999999999,linear,TRUE,16,2902,401257648.59840274
600,30,67.19999999999999,linear,TRUE,16,2903,443701951.2988627
1200,30,67.19999999999999,linear,TRUE,16,2904,81309481.29110038
150,45,67.19999999999999,linear,TRUE,16,2905,156347753.24724615
300,45,67.19999999999999,linear,TRUE,16,2906,658490624.9772757
600,45,67.19999999999999,linear,TRUE,16,2907,450582794.1466123
1200,45,67.19999999999999,linear,TRUE,16,2908,824863133.4863603
150,60,67.19999999999999,linear,TRUE,16,2909,756169503.3218712
300,60,67.19999999999999,linear,TRUE,16,2910,726415195.5023408
600,60,67.19999999999999,linear,TRUE,16,2911,179349646.20508254
1200,60,67.19999999999999,linear,TRUE,16,2912,458688250.2771914
150,15,16.799999999999997,linear,TRUE,16,2913,177024913.020432
300,15,16.799999999999997,linear,TRUE,16,2914,348887242.609635
600,15,16.799999999999997,linear,TRUE,16,2915,969715874.4093031
1200,15,16.799999999999997,linear,TRUE,16,2916,3734580.00831306
150,30,16.799999999999997,linear,TRUE,16,2917,278816385.89315116
300,30,16.799999999999997,linear,TRUE,16,2918,107243468.05363894
600,30,16.799999999999997,linear,TRUE,16,2919,875979438.656941
1200,30,16.799999999999997,linear,TRUE,16,2920,943504992.6396459
150,45,16.799999999999997,linear,TRUE,16,2921,364706146.06514573
300,45,16.799999999999997,linear,TRUE,16,2922,672599056.5028042
600,45,16.799999999999997,linear,TRUE,16,2923,899917798.3496338
1200,45,16.799999999999997,linear,TRUE,16,2924,756446826.2717128
150,60,16.799999999999997,linear,TRUE,16,2925,548273575.9578645
300,60,16.799999999999997,linear,TRUE,16,2926,569809976.0338664
600,60,16.799999999999997,linear,TRUE,16,2927,123538927.6407659
1200,60,16.799999999999997,linear,TRUE,16,2928,97003486.93877459
150,15,33.599999999999994,non-linear,TRUE,16,2929,92534120.42744458
300,15,33.599999999999994,non-linear,TRUE,16,2930,838665328.4542263
600,15,33.599999999999994,non-linear,TRUE,16,2931,780767985.1539433
1200,15,33.599999999999994,non-linear,TRUE,16,2932,438736698.12455773
150,30,33.599999999999994,non-linear,TRUE,16,2933,470415671.35602236
300,30,33.599999999999994,non-linear,TRUE,16,2934,286923904.90323305
600,30,33.599999999999994,non-linear,TRUE,16,2935,729929319.3500489
1200,30,33.599999999999994,non-linear,TRUE,16,2936,816900996.0256517
150,45,33.599999999999994,non-linear,TRUE,16,2937,488887571.0312277
300,45,33.599999999999994,non-linear,TRUE,16,2938,368435096.4613259
600,45,33.599999999999994,non-linear,TRUE,16,2939,902989929.0762842
1200,45,33.599999999999994,non-linear,TRUE,16,2940,807473577.5589943
150,60,33.599999999999994,non-linear,TRUE,16,2941,282325347.18699753
300,60,33.599999999999994,non-linear,TRUE,16,2942,676660917.2336757
600,60,33.599999999999994,non-linear,TRUE,16,2943,257351223.37937355
1200,60,33.599999999999994,non-linear,TRUE,16,2944,129860909.42285955
150,15,67.19999999999999,non-linear,TRUE,16,2945,259288364.09002542
300,15,67.19999999999999,non-linear,TRUE,16,2946,263494179.81691658
600,15,67.19999999999999,non-linear,TRUE,16,2947,781651748.5771328
1200,15,67.19999999999999,non-linear,TRUE,16,2948,7866203.31928134
150,30,67.19999999999999,non-linear,TRUE,16,2949,161379677.24353075
300,30,67.19999999999999,non-linear,TRUE,16,2950,889518679.3524772
600,30,67.19999999999999,non-linear,TRUE,16,2951,313439378.74771655
1200,30,67.19999999999999,non-linear,TRUE,16,2952,299444811.41865253
150,45,67.19999999999999,non-linear,TRUE,16,2953,853318832.1162015
300,45,67.19999999999999,non-linear,TRUE,16,2954,652362917.3170775
600,45,67.19999999999999,non-linear,TRUE,16,2955,475468830.2055001
1200,45,67.19999999999999,non-linear,TRUE,16,2956,367053415.3934568
150,60,67.19999999999999,non-linear,TRUE,16,2957,146960533.45687687
300,60,67.19999999999999,non-linear,TRUE,16,2958,140445944.62029636
600,60,67.19999999999999,non-linear,TRUE,16,2959,356293124.84525144
1200,60,67.19999999999999,non-linear,TRUE,16,2960,783352007.1581006
150,15,16.799999999999997,non-linear,TRUE,16,2961,946642205.5847943
300,15,16.799999999999997,non-linear,TRUE,16,2962,885834685.9924495
600,15,16.799999999999997,non-linear,TRUE,16,2963,407454682.0484102
1200,15,16.799999999999997,non-linear,TRUE,16,2964,917003982.7004075
150,30,16.799999999999997,non-linear,TRUE,16,2965,683904556.0918748
300,30,16.799999999999997,non-linear,TRUE,16,2966,873835690.3195381
600,30,16.799999999999997,non-linear,TRUE,16,2967,883014617.9534495
1200,30,16.799999999999997,non-linear,TRUE,16,2968,698254907.7365547
150,45,16.799999999999997,non-linear,TRUE,16,2969,926197857.5959802
300,45,16.799999999999997,non-linear,TRUE,16,2970,627991109.6207798
600,45,16.799999999999997,non-linear,TRUE,16,2971,948043136.1589581
1200,45,16.799999999999997,non-linear,TRUE,16,2972,974492820.4454482
150,60,16.799999999999997,non-linear,TRUE,16,2973,899582931.0733825
300,60,16.799999999999997,non-linear,TRUE,16,2974,398941468.9131081
600,60,16.799999999999997,non-linear,TRUE,16,2975,641396099.7015238
1200,60,16.799999999999997,non-linear,TRUE,16,2976,262965415.3715819
150,15,33.599999999999994,linear,FALSE,16,2977,580332125.0714362
300,15,33.599999999999994,linear,FALSE,16,2978,829311553.6216646
600,15,33.599999999999994,linear,FALSE,16,2979,139376705.51240444
1200,15,33.599999999999994,linear,FALSE,16,2980,382465279.42828834
150,30,33.599999999999994,linear,FALSE,16,2981,603251941.2692636
300,30,33.599999999999994,linear,FALSE,16,2982,225835152.20321715
600,30,33.599999999999994,linear,FALSE,16,2983,9891832.480207086
1200,30,33.599999999999994,linear,FALSE,16,2984,105352018.95982027
150,45,33.599999999999994,linear,FALSE,16,2985,687009934.5687777
300,45,33.599999999999994,linear,FALSE,16,2986,291972542.4144417
600,45,33.599999999999994,linear,FALSE,16,2987,373800033.00495446
1200,45,33.599999999999994,linear,FALSE,16,2988,343420590.97252786
150,60,33.599999999999994,linear,FALSE,16,2989,398131755.87914884
300,60,33.599999999999994,linear,FALSE,16,2990,798277907.3063284
600,60,33.599999999999994,linear,FALSE,16,2991,911354185.5476797
1200,60,33.599999999999994,linear,FALSE,16,2992,979820585.5768174
150,15,67.19999999999999,linear,FALSE,16,2993,348045277.4092555
300,15,67.19999999999999,linear,FALSE,16,2994,366878112.07957566
600,15,67.19999999999999,linear,FALSE,16,2995,807327249.5530546
1200,15,67.19999999999999,linear,FALSE,16,2996,682880241.1910146
150,30,67.19999999999999,linear,FALSE,16,2997,742157372.4132031
300,30,67.19999999999999,linear,FALSE,16,2998,293496592.4359858
600,30,67.19999999999999,linear,FALSE,16,2999,653578661.3821983
1200,30,67.19999999999999,linear,FALSE,16,3000,731585203.204304
150,45,67.19999999999999,linear,FALSE,16,3001,964594876.6265064
300,45,67.19999999999999,linear,FALSE,16,3002,466000988.84664476
600,45,67.19999999999999,linear,FALSE,16,3003,459841337.0549679
1200,45,67.19999999999999,linear,FALSE,16,3004,893198551.3772815
150,60,67.19999999999999,linear,FALSE,16,3005,200436495.24450302
300,60,67.19999999999999,linear,FALSE,16,3006,50015511.22404635
600,60,67.19999999999999,linear,FALSE,16,3007,580330646.1311877
1200,60,67.19999999999999,linear,FALSE,16,3008,166382034.54203904
150,15,16.799999999999997,linear,FALSE,16,3009,763450112.8923148
300,15,16.799999999999997,linear,FALSE,16,3010,572532552.7600944
600,15,16.799999999999997,linear,FALSE,16,3011,482501745.6896603
1200,15,16.799999999999997,linear,FALSE,16,3012,963838917.2032475
150,30,16.799999999999997,linear,FALSE,16,3013,225510290.5910462
300,30,16.799999999999997,linear,FALSE,16,3014,968551298.6034155
600,30,16.799999999999997,linear,FALSE,16,3015,244276354.32220995
1200,30,16.799999999999997,linear,FALSE,16,3016,329525274.45741
150,45,16.799999999999997,linear,FALSE,16,3017,624022116.8845892
300,45,16.799999999999997,linear,FALSE,16,3018,419936027.1450132
600,45,16.799999999999997,linear,FALSE,16,3019,720629823.6269504
1200,45,16.799999999999997,linear,FALSE,16,3020,957441399.3395865
150,60,16.799999999999997,linear,FALSE,16,3021,551529447.5480914
300,60,16.799999999999997,linear,FALSE,16,3022,559160849.7779816
600,60,16.799999999999997,linear,FALSE,16,3023,606099562.4866337
1200,60,16.799999999999997,linear,FALSE,16,3024,814009112.5387698
150,15,33.599999999999994,non-linear,FALSE,16,3025,908058453.5840899
300,15,33.599999999999994,non-linear,FALSE,16,3026,863983829.5057416
600,15,33.599999999999994,non-linear,FALSE,16,3027,893891651.6490281
1200,15,33.599999999999994,non-linear,FALSE,16,3028,850165575.0442296
150,30,33.599999999999994,non-linear,FALSE,16,3029,667385526.234284
300,30,33.599999999999994,non-linear,FALSE,16,3030,519047519.4249302
600,30,33.599999999999994,non-linear,FALSE,16,3031,328417539.5965576
1200,30,33.599999999999994,non-linear,FALSE,16,3032,779526325.8740306
150,45,33.599999999999994,non-linear,FALSE,16,3033,906000352.9302776
300,45,33.599999999999994,non-linear,FALSE,16,3034,709611048.6891121
600,45,33.599999999999994,non-linear,FALSE,16,3035,481506462.67458797
1200,45,33.599999999999994,non-linear,FALSE,16,3036,634167276.3228416
150,60,33.599999999999994,non-linear,FALSE,16,3037,38796341.978013515
300,60,33.599999999999994,non-linear,FALSE,16,3038,50895367.981866
600,60,33.599999999999994,non-linear,FALSE,16,3039,136967611.03346944
1200,60,33.599999999999994,non-linear,FALSE,16,3040,880795857.8690886
150,15,67.19999999999999,non-linear,FALSE,16,3041,495340955.21084964
300,15,67.19999999999999,non-linear,FALSE,16,3042,438027024.50193465
600,15,67.19999999999999,non-linear,FALSE,16,3043,390979292.33685136
1200,15,67.19999999999999,non-linear,FALSE,16,3044,309862490.2777374
150,30,67.19999999999999,non-linear,FALSE,16,3045,346867205.5751085
300,30,67.19999999999999,non-linear,FALSE,16,3046,261840215.4184878
600,30,67.19999999999999,non-linear,FALSE,16,3047,697191899.6423483
1200,30,67.19999999999999,non-linear,FALSE,16,3048,102786054.36906219
150,45,67.19999999999999,non-linear,FALSE,16,3049,98656395.9158957
300,45,67.19999999999999,non-linear,FALSE,16,3050,365376973.5246897
600,45,67.19999999999999,non-linear,FALSE,16,3051,285267327.9121518
1200,45,67.19999999999999,non-linear,FALSE,16,3052,193974817.87018478
150,60,67.19999999999999,non-linear,FALSE,16,3053,340727492.70126224
300,60,67.19999999999999,non-linear,FALSE,16,3054,877761349.5476544
600,60,67.19999999999999,non-linear,FALSE,16,3055,549920574.7619271
1200,60,67.19999999999999,non-linear,FALSE,16,3056,712391408.1603289
150,15,16.799999999999997,non-linear,FALSE,16,3057,600059522.5486904
300,15,16.799999999999997,non-linear,FALSE,16,3058,52876279.92220223
600,15,16.799999999999997,non-linear,FALSE,16,3059,284340368.1181371
1200,15,16.799999999999997,non-linear,FALSE,16,3060,412352480.2271277
150,30,16.799999999999997,non-linear,FALSE,16,3061,201434073.73689115
300,30,16.799999999999997,non-linear,FALSE,16,3062,129585658.8985771
600,30,16.799999999999997,non-linear,FALSE,16,3063,818272213.684395
1200,30,16.799999999999997,non-linear,FALSE,16,3064,482060975.6279737
150,45,16.799999999999997,non-linear,FALSE,16,3065,253973857.26682842
300,45,16.799999999999997,non-linear,FALSE,16,3066,25609634.816646576
600,45,16.799999999999997,non-linear,FALSE,16,3067,476692517.2880292
1200,45,16.799999999999997,non-linear,FALSE,16,3068,651775574.7772753
150,60,16.799999999999997,non-linear,FALSE,16,3069,378202529.6241045
300,60,16.799999999999997,non-linear,FALSE,16,3070,890008975.2860367
600,60,16.799999999999997,non-linear,FALSE,16,3071,511070484.52831805
1200,60,16.799999999999997,non-linear,FALSE,16,3072,221708637.89506257
150,15,33.599999999999994,linear,TRUE,17,3073,823272269.4519907
300,15,33.599999999999994,linear,TRUE,17,3074,761558256.5777004
600,15,33.599999999999994,linear,TRUE,17,3075,372821625.55493414
1200,15,33.599999999999994,linear,TRUE,17,3076,57560891.84433222
150,30,33.599999999999994,linear,TRUE,17,3077,464093343.58759224
300,30,33.599999999999994,linear,TRUE,17,3078,852940489.7708446
600,30,33.599999999999994,linear,TRUE,17,3079,436499670.1478958
1200,30,33.599999999999994,linear,TRUE,17,3080,501082559.81467664
150,45,33.599999999999994,linear,TRUE,17,3081,958439298.4397709
300,45,33.599999999999994,linear,TRUE,17,3082,330168218.11906993
600,45,33.599999999999994,linear,TRUE,17,3083,933736290.0841981
1200,45,33.599999999999994,linear,TRUE,17,3084,37583500.146865845
150,60,33.599999999999994,linear,TRUE,17,3085,103409308.24168026
300,60,33.599999999999994,linear,TRUE,17,3086,341040854.1094512
600,60,33.599999999999994,linear,TRUE,17,3087,414817430.77747524
1200,60,33.599999999999994,linear,TRUE,17,3088,320996582.97374845
150,15,67.19999999999999,linear,TRUE,17,3089,543860317.9063648
300,15,67.19999999999999,linear,TRUE,17,3090,786639030.7899565
600,15,67.19999999999999,linear,TRUE,17,3091,289750871.71420455
1200,15,67.19999999999999,linear,TRUE,17,3092,311712751.6306937
150,30,67.19999999999999,linear,TRUE,17,3093,247258409.85774994
300,30,67.19999999999999,linear,TRUE,17,3094,940872647.3338902
600,30,67.19999999999999,linear,TRUE,17,3095,370427279.7331214
1200,30,67.19999999999999,linear,TRUE,17,3096,369711889.4197047
150,45,67.19999999999999,linear,TRUE,17,3097,585293218.7262923
300,45,67.19999999999999,linear,TRUE,17,3098,386679149.9312967
600,45,67.19999999999999,linear,TRUE,17,3099,767530917.6556766
1200,45,67.19999999999999,linear,TRUE,17,3100,488883241.54540896
150,60,67.19999999999999,linear,TRUE,17,3101,1072101.527824998
300,60,67.19999999999999,linear,TRUE,17,3102,272035178.02990973
600,60,67.19999999999999,linear,TRUE,17,3103,508299463.4285569
1200,60,67.19999999999999,linear,TRUE,17,3104,698105174.1167903
150,15,16.799999999999997,linear,TRUE,17,3105,864187737.2283489
300,15,16.799999999999997,linear,TRUE,17,3106,940491158.9808762
600,15,16.799999999999997,linear,TRUE,17,3107,542216781.9924653
1200,15,16.799999999999997,linear,TRUE,17,3108,81130956.53243363
150,30,16.799999999999997,linear,TRUE,17,3109,926918867.7426428
300,30,16.799999999999997,linear,TRUE,17,3110,203619213.309139
600,30,16.799999999999997,linear,TRUE,17,3111,950155738.2754982
1200,30,16.799999999999997,linear,TRUE,17,3112,177201648.00994098
150,45,16.799999999999997,linear,TRUE,17,3113,32386675.011366606
300,45,16.799999999999997,linear,TRUE,17,3114,316059557.48818815
600,45,16.799999999999997,linear,TRUE,17,3115,854713482.7822447
1200,45,16.799999999999997,linear,TRUE,17,3116,743535222.7184922
150,60,16.799999999999997,linear,TRUE,17,3117,850365674.5888293
300,60,16.799999999999997,linear,TRUE,17,3118,340770781.2730223
600,60,16.799999999999997,linear,TRUE,17,3119,98503822.22793996
1200,60,16.799999999999997,linear,TRUE,17,3120,380827628.77456844
150,15,33.599999999999994,non-linear,TRUE,17,3121,592608473.9621729
300,15,33.599999999999994,non-linear,TRUE,17,3122,20891540.916636586
600,15,33.599999999999994,non-linear,TRUE,17,3123,768852177.541703
1200,15,33.599999999999994,non-linear,TRUE,17,3124,407149039.44171965
150,30,33.599999999999994,non-linear,TRUE,17,3125,7948915.706947446
300,30,33.599999999999994,non-linear,TRUE,17,3126,23518964.88107741
600,30,33.599999999999994,non-linear,TRUE,17,3127,218145145.56899667
1200,30,33.599999999999994,non-linear,TRUE,17,3128,231297922.78632522
150,45,33.599999999999994,non-linear,TRUE,17,3129,85581904.27720547
300,45,33.599999999999994,non-linear,TRUE,17,3130,228443332.01646805
600,45,33.599999999999994,non-linear,TRUE,17,3131,93601761.6186291
1200,45,33.599999999999994,non-linear,TRUE,17,3132,985631379.7645271
150,60,33.599999999999994,non-linear,TRUE,17,3133,274730317.2945976
300,60,33.599999999999994,non-linear,TRUE,17,3134,782093845.0749964
600,60,33.599999999999994,non-linear,TRUE,17,3135,811452856.0545295
1200,60,33.599999999999994,non-linear,TRUE,17,3136,981061767.0882493
150,15,67.19999999999999,non-linear,TRUE,17,3137,915957852.4995595
300,15,67.19999999999999,non-linear,TRUE,17,3138,643691762.3504996
600,15,67.19999999999999,non-linear,TRUE,17,3139,281561998.65043163
1200,15,67.19999999999999,non-linear,TRUE,17,3140,186928482.95904696
150,30,67.19999999999999,non-linear,TRUE,17,3141,339628972.8116244
300,30,67.19999999999999,non-linear,TRUE,17,3142,949439076.4739364
600,30,67.19999999999999,non-linear,TRUE,17,3143,97168645.5886811
1200,30,67.19999999999999,non-linear,TRUE,17,3144,507595096.9476253
150,45,67.19999999999999,non-linear,TRUE,17,3145,247867199.12663102
300,45,67.19999999999999,non-linear,TRUE,17,3146,633012043.7778533
600,45,67.19999999999999,non-linear,TRUE,17,3147,734688323.2239634
1200,45,67.19999999999999,non-linear,TRUE,17,3148,219338672.7012694
150,60,67.19999999999999,non-linear,TRUE,17,3149,696177647.4490762
300,60,67.19999999999999,non-linear,TRUE,17,3150,426516917.53417253
600,60,67.19999999999999,non-linear,TRUE,17,3151,543254532.6184481
1200,60,67.19999999999999,non-linear,TRUE,17,3152,143025973.34608436
150,15,16.799999999999997,non-linear,TRUE,17,3153,818840310.908854
300,15,16.799999999999997,non-linear,TRUE,17,3154,764946940.1221722
600,15,16.799999999999997,non-linear,TRUE,17,3155,954063188.0518049
1200,15,16.799999999999997,non-linear,TRUE,17,3156,145644056.84359372
150,30,16.799999999999997,non-linear,TRUE,17,3157,579110672.2317636
300,30,16.799999999999997,non-linear,TRUE,17,3158,717733189.6964461
600,30,16.799999999999997,non-linear,TRUE,17,3159,744688309.0306073
1200,30,16.799999999999997,non-linear,TRUE,17,3160,65763875.60926378
150,45,16.799999999999997,non-linear,TRUE,17,3161,87003265.97318053
300,45,16.799999999999997,non-linear,TRUE,17,3162,158677963.539958
600,45,16.799999999999997,non-linear,TRUE,17,3163,787792915.0126874
1200,45,16.799999999999997,non-linear,TRUE,17,3164,951075338.5256976
150,60,16.799999999999997,non-linear,TRUE,17,3165,302465757.82075524
300,60,16.799999999999997,non-linear,TRUE,17,3166,484925328.52105796
600,60,16.799999999999997,non-linear,TRUE,17,3167,301954917.84252226
1200,60,16.799999999999997,non-linear,TRUE,17,3168,360062324.9076307
150,15,33.599999999999994,linear,FALSE,17,3169,512708630.412817
300,15,33.599999999999994,linear,FALSE,17,3170,583620369.900018
600,15,33.599999999999994,linear,FALSE,17,3171,906182614.620775
1200,15,33.599999999999994,linear,FALSE,17,3172,506718638.35304976
150,30,33.599999999999994,linear,FALSE,17,3173,985606877.5989115
300,30,33.599999999999994,linear,FALSE,17,3174,580854479.4563204
600,30,33.599999999999994,linear,FALSE,17,3175,446409538.38825226
1200,30,33.599999999999994,linear,FALSE,17,3176,226026780.4376781
150,45,33.599999999999994,linear,FALSE,17,3177,558717709.0346813
300,45,33.599999999999994,linear,FALSE,17,3178,36173507.338389754
600,45,33.599999999999994,linear,FALSE,17,3179,514890702.2085041
1200,45,33.599999999999994,linear,FALSE,17,3180,906023674.8773605
150,60,33.599999999999994,linear,FALSE,17,3181,379344393.7320262
300,60,33.599999999999994,linear,FALSE,17,3182,545202546.9858199
600,60,33.599999999999994,linear,FALSE,17,3183,20581541.58294201
1200,60,33.599999999999994,linear,FALSE,17,3184,825257944.6416348
150,15,67.19999999999999,linear,FALSE,17,3185,813602269.6271539
300,15,67.19999999999999,linear,FALSE,17,3186,175358029.0824175
600,15,67.19999999999999,linear,FALSE,17,3187,533757058.6707443
1200,15,67.19999999999999,linear,FALSE,17,3188,85323499.28282201
150,30,67.19999999999999,linear,FALSE,17,3189,617491550.9764105
300,30,67.19999999999999,linear,FALSE,17,3190,704241400.5845785
600,30,67.19999999999999,linear,FALSE,17,3191,663509263.4242028
1200,30,67.19999999999999,linear,FALSE,17,3192,288264948.4090507
150,45,67.19999999999999,linear,FALSE,17,3193,489920587.5117332
300,45,67.19999999999999,linear,FALSE,17,3194,972135428.1064123
600,45,67.19999999999999,linear,FALSE,17,3195,562765882.3505044
1200,45,67.19999999999999,linear,FALSE,17,3196,116169675.71899295
150,60,67.19999999999999,linear,FALSE,17,3197,963452672.8186756
300,60,67.19999999999999,linear,FALSE,17,3198,892713558.6272925
600,60,67.19999999999999,linear,FALSE,17,3199,802243742.6261604
1200,60,67.19999999999999,linear,FALSE,17,3200,723042903.9336741
150,15,16.799999999999997,linear,FALSE,17,3201,821422568.988055
300,15,16.799999999999997,linear,FALSE,17,3202,809603004.0178448
600,15,16.799999999999997,linear,FALSE,17,3203,496257854.6255827
1200,15,16.799999999999997,linear,FALSE,17,3204,556340882.3218197
150,30,16.799999999999997,linear,FALSE,17,3205,859079038.7243032
300,30,16.799999999999997,linear,FALSE,17,3206,168536858.86599123
600,30,16.799999999999997,linear,FALSE,17,3207,799424853.6415398
1200,30,16.799999999999997,linear,FALSE,17,3208,318187167.86801815
150,45,16.799999999999997,linear,FALSE,17,3209,890301815.001294
300,45,16.799999999999997,linear,FALSE,17,3210,269053304.5679331
600,45,16.799999999999997,linear,FALSE,17,3211,507743608.9050025
1200,45,16.799999999999997,linear,FALSE,17,3212,552204912.5283957
150,60,16.799999999999997,linear,FALSE,17,3213,134234443.53975356
300,60,16.799999999999997,linear,FALSE,17,3214,85562301.10116303
600,60,16.799999999999997,linear,FALSE,17,3215,441578202.880919
1200,60,16.799999999999997,linear,FALSE,17,3216,951483535.8131677
150,15,33.599999999999994,non-linear,FALSE,17,3217,690425336.8265927
300,15,33.599999999999994,non-linear,FALSE,17,3218,661813056.3292652
600,15,33.599999999999994,non-linear,FALSE,17,3219,366114957.4909359
1200,15,33.599999999999994,non-linear,FALSE,17,3220,467671818.3327466
150,30,33.599999999999994,non-linear,FALSE,17,3221,592507099.2670953
300,30,33.599999999999994,non-linear,FALSE,17,3222,226910556.20089173
600,30,33.599999999999994,non-linear,FALSE,17,3223,573334526.9691199
1200,30,33.599999999999994,non-linear,FALSE,17,3224,681507522.0074505
150,45,33.599999999999994,non-linear,FALSE,17,3225,275386379.79887426
300,45,33.599999999999994,non-linear,FALSE,17,3226,55834275.437518954
600,45,33.599999999999994,non-linear,FALSE,17,3227,129000059.56180394
1200,45,33.599999999999994,non-linear,FALSE,17,3228,311069865.943864
150,60,33.599999999999994,non-linear,FALSE,17,3229,368945814.4363016
300,60,33.599999999999994,non-linear,FALSE,17,3230,72626543.23130846
600,60,33.599999999999994,non-linear,FALSE,17,3231,171839813.00331652
1200,60,33.599999999999994,non-linear,FALSE,17,3232,278089465.57343006
150,15,67.19999999999999,non-linear,FALSE,17,3233,185102950.3159225
300,15,67.19999999999999,non-linear,FALSE,17,3234,759784019.3193406
600,15,67.19999999999999,non-linear,FALSE,17,3235,214887185.72072685
1200,15,67.19999999999999,non-linear,FALSE,17,3236,767581529.2168409
150,30,67.19999999999999,non-linear,FALSE,17,3237,213559913.4489894
300,30,67.19999999999999,non-linear,FALSE,17,3238,951566423.7551391
600,30,67.19999999999999,non-linear,FALSE,17,3239,4477541.195228696
1200,30,67.19999999999999,non-linear,FALSE,17,3240,22419663.378968835
150,45,67.19999999999999,non-linear,FALSE,17,3241,684647111.222148
300,45,67.19999999999999,non-linear,FALSE,17,3242,215618007.8163743
600,45,67.19999999999999,non-linear,FALSE,17,3243,774794735.7129306
1200,45,67.19999999999999,non-linear,FALSE,17,3244,164278049.95328188
150,60,67.19999999999999,non-linear,FALSE,17,3245,386786954.24459875
300,60,67.19999999999999,non-linear,FALSE,17,3246,597123319.0502971
600,60,67.19999999999999,non-linear,FALSE,17,3247,421862236.6897762
1200,60,67.19999999999999,non-linear,FALSE,17,3248,892485760.3851706
150,15,16.799999999999997,non-linear,FALSE,17,3249,44294099.32345152
300,15,16.799999999999997,non-linear,FALSE,17,3250,981341816.9505894
600,15,16.799999999999997,non-linear,FALSE,17,3251,899099271.2788284
1200,15,16.799999999999997,non-linear,FALSE,17,3252,395046205.25985956
150,30,16.799999999999997,non-linear,FALSE,17,3253,68422144.74454522
300,30,16.799999999999997,non-linear,FALSE,17,3254,699271660.0652784
600,30,16.799999999999997,non-linear,FALSE,17,3255,913066935.0270182
