sample_size,flowering_lengths,flowering_gradients,spatial_gradient_types,clustering,bootstrap_i,simulation_id,seed
600,30,67.19999999999999,non-linear,FALSE,1,167,204120228.06704044
1200,30,67.19999999999999,non-linear,FALSE,1,168,17392664.682120085
150,45,67.19999999999999,non-linear,FALSE,1,169,695748937.3162389
300,45,67.19999999999999,non-linear,FALSE,1,170,219337690.15595317
600,45,67.19999999999999,non-linear,FALSE,1,171,487825945.019722
1200,45,67.19999999999999,non-linear,FALSE,1,172,199628265.34174383
150,60,67.19999999999999,non-linear,FALSE,1,173,471403911.01129353
300,60,67.19999999999999,non-linear,FALSE,1,174,368952684.33727324
600,60,67.19999999999999,non-linear,FALSE,1,175,302962889.4291818
1200,60,67.19999999999999,non-linear,FALSE,1,176,654831564.5195544
150,15,16.799999999999997,non-linear,FALSE,1,177,266711383.59233737
300,15,16.799999999999997,non-linear,FALSE,1,178,293823585.6126994
600,15,16.799999999999997,non-linear,FALSE,1,179,432131619.4254905
1200,15,16.799999999999997,non-linear,FALSE,1,180,818492561.5787506
150,30,16.799999999999997,non-linear,FALSE,1,181,793180926.9357473
300,30,16.799999999999997,non-linear,FALSE,1,182,272045853.31492126
600,30,16.799999999999997,non-linear,FALSE,1,183,814831135.7945204
1200,30,16.799999999999997,non-linear,FALSE,1,184,38448854.81521487
150,45,16.799999999999997,non-linear,FALSE,1,185,163118839.96240795
300,45,16.799999999999997,non-linear,FALSE,1,186,615839560.7490093
600,45,16.799999999999997,non-linear,FALSE,1,187,331455240.49177766
1200,45,16.799999999999997,non-linear,FALSE,1,188,292100079.5904547
150,60,16.799999999999997,non-linear,FALSE,1,189,54942002.752795815
300,60,16.799999999999997,non-linear,FALSE,1,190,267950722.9477167
600,60,16.799999999999997,non-linear,FALSE,1,191,965465835.7612789
1200,60,16.799999999999997,non-linear,FALSE,1,192,61546393.20448041
150,15,33.599999999999994,linear,TRUE,2,193,853429416.1945581
300,15,33.599999999999994,linear,TRUE,2,194,782859446.2480396
600,15,33.599999999999994,linear,TRUE,2,195,839828785.2760404
1200,15,33.599999999999994,linear,TRUE,2,196,963959009.1537684
150,30,33.599999999999994,linear,TRUE,2,197,900482803.8159758
300,30,33.599999999999994,linear,TRUE,2,198,830233616.7544127
600,30,33.599999999999994,linear,TRUE,2,199,226183807.477355
1200,30,33.599999999999994,linear,TRUE,2,200,325260722.54404426
150,45,33.599999999999994,linear,TRUE,2,201,849941040.3892398
300,45,33.599999999999994,linear,TRUE,2,202,974158367.8405732
600,45,33.599999999999994,linear,TRUE,2,203,63068251.12551451
1200,45,33.599999999999994,linear,TRUE,2,204,843095242.511481
150,60,33.599999999999994,linear,TRUE,2,205,702028691.7686462
300,60,33.599999999999994,linear,TRUE,2,206,717160935.9793365
600,60,33.599999999999994,linear,TRUE,2,207,237768780.20726144
1200,60,33.599999999999994,linear,TRUE,2,208,39701743.982732296
150,15,67.19999999999999,linear,TRUE,2,209,641866563.3536875
300,15,67.19999999999999,linear,TRUE,2,210,953966806.6427112
600,15,67.19999999999999,linear,TRUE,2,211,276795419.6315259
1200,15,67.19999999999999,linear,TRUE,2,212,316246839.70585465
150,30,67.19999999999999,linear,TRUE,2,213,459426608.16945136
300,30,67.19999999999999,linear,TRUE,2,214,220000013.94189894
600,30,67.19999999999999,linear,TRUE,2,215,775904641.9523656
1200,30,67.19999999999999,linear,TRUE,2,216,923933645.9431797
150,45,67.19999999999999,linear,TRUE,2,217,880932896.8636692
300,45,67.19999999999999,linear,TRUE,2,218,385280835.442245
600,45,67.19999999999999,linear,TRUE,2,219,697389453.1838596
1200,45,67.19999999999999,linear,TRUE,2,220,506322395.05648613
150,60,67.19999999999999,linear,TRUE,2,221,784864204.7028989
300,60,67.19999999999999,linear,TRUE,2,222,920682843.0760652
600,60,67.19999999999999,linear,TRUE,2,223,896357174.0314364
1200,60,67.19999999999999,linear,TRUE,2,224,298082825.49493015
150,15,16.799999999999997,linear,TRUE,2,225,731365578.2490969
300,15,16.799999999999997,linear,TRUE,2,226,112959365.59326947
600,15,16.799999999999997,linear,TRUE,2,227,552653047.2561717
1200,15,16.799999999999997,linear,TRUE,2,228,389509083.7031603
150,30,16.799999999999997,linear,TRUE,2,229,658163414.336741
300,30,16.799999999999997,linear,TRUE,2,230,63124824.08247888
600,30,16.799999999999997,linear,TRUE,2,231,745474598.1376618
1200,30,16.799999999999997,linear,TRUE,2,232,686203929.129988
150,45,16.799999999999997,linear,TRUE,2,233,982907534.3441218
300,45,16.799999999999997,linear,TRUE,2,234,428619843.9076543
600,45,16.799999999999997,linear,TRUE,2,235,667385630.0767511
1200,45,16.799999999999997,linear,TRUE,2,236,269403225.50944984
150,60,16.799999999999997,linear,TRUE,2,237,28147442.73200631
300,60,16.799999999999997,linear,TRUE,2,238,644981656.9220275
600,60,16.799999999999997,linear,TRUE,2,239,453643058.4266782
1200,60,16.799999999999997,linear,TRUE,2,240,82354781.2178731
150,15,33.599999999999994,non-linear,TRUE,2,241,536247311.8584603
300,15,33.599999999999994,non-linear,TRUE,2,242,239868176.16969347
600,15,33.599999999999994,non-linear,TRUE,2,243,55319174.19284582
1200,15,33.599999999999994,non-linear,TRUE,2,244,22803877.94598937
150,30,33.599999999999994,non-linear,TRUE,2,245,143528037.47169673
300,30,33.599999999999994,non-linear,TRUE,2,246,853622818.8313544
600,30,33.599999999999994,non-linear,TRUE,2,247,134902679.59423363
1200,30,33.599999999999994,non-linear,TRUE,2,248,848840863.6767417
150,45,33.599999999999994,non-linear,TRUE,2,249,865785838.3376151
300,45,33.599999999999994,non-linear,TRUE,2,250,851938676.7875403
600,45,33.599999999999994,non-linear,TRUE,2,251,872229947.2428858
1200,45,33.599999999999994,non-linear,TRUE,2,252,208314293.9954996
150,60,33.599999999999994,non-linear,TRUE,2,253,76339259.74369049
300,60,33.599999999999994,non-linear,TRUE,2,254,113647494.23228204
600,60,33.599999999999994,non-linear,TRUE,2,255,38899431.00512028
1200,60,33.599999999999994,non-linear,TRUE,2,256,222406656.9469869
150,15,67.19999999999999,non-linear,TRUE,2,257,586397372.1861839
300,15,67.19999999999999,non-linear,TRUE,2,258,799251726.1300236
600,15,67.19999999999999,non-linear,TRUE,2,259,238809668.22616756
1200,15,67.19999999999999,non-linear,TRUE,2,260,944782411.6796255
150,30,67.19999999999999,non-linear,TRUE,2,261,889571125.1534522
300,30,67.19999999999999,non-linear,TRUE,2,262,187280878.89030576
600,30,67.19999999999999,non-linear,TRUE,2,263,312386538.36771846
1200,30,67.19999999999999,non-linear,TRUE,2,264,808881258.5920095
150,45,67.19999999999999,non-linear,TRUE,2,265,451609418.0289656
300,45,67.19999999999999,non-linear,TRUE,2,266,367099568.94628704
600,45,67.19999999999999,non-linear,TRUE,2,267,426569258.7941885
1200,45,67.19999999999999,non-linear,TRUE,2,268,355310215.1490748
150,60,67.19999999999999,non-linear,TRUE,2,269,38814610.80163717
300,60,67.19999999999999,non-linear,TRUE,2,270,646486474.4339138
600,60,67.19999999999999,non-linear,TRUE,2,271,201436653.03476155
1200,60,67.19999999999999,non-linear,TRUE,2,272,494367879.81539965
150,15,16.799999999999997,non-linear,TRUE,2,273,226332868.91505122
300,15,16.799999999999997,non-linear,TRUE,2,274,419569441.8158382
600,15,16.799999999999997,non-linear,TRUE,2,275,129274653.73650193
1200,15,16.799999999999997,non-linear,TRUE,2,276,118894607.76001215
150,30,16.799999999999997,non-linear,TRUE,2,277,611719106.324017
300,30,16.799999999999997,non-linear,TRUE,2,278,388338271.7613131
600,30,16.799999999999997,non-linear,TRUE,2,279,559667223.3659774
1200,30,16.799999999999997,non-linear,TRUE,2,280,250580337.82988787
150,45,16.799999999999997,non-linear,TRUE,2,281,272737107.2396636
300,45,16.799999999999997,non-linear,TRUE,2,282,216101384.48886573
600,45,16.799999999999997,non-linear,TRUE,2,283,575633896.9804347
1200,45,16.799999999999997,non-linear,TRUE,2,284,333872213.261202
150,60,16.799999999999997,non-linear,TRUE,2,285,621744083.9391202
300,60,16.799999999999997,non-linear,TRUE,2,286,951348693.3428794
600,60,16.799999999999997,non-linear,TRUE,2,287,564970561.536029
1200,60,16.799999999999997,non-linear,TRUE,2,288,466742640.36118984
150,15,33.599999999999994,linear,FALSE,2,289,549910631.9621205
300,15,33.599999999999994,linear,FALSE,2,290,237859668.2101488
600,15,33.599999999999994,linear,FALSE,2,291,587860350.7298976
1200,15,33.599999999999994,linear,FALSE,2,292,115903380.09409606
150,30,33.599999999999994,linear,FALSE,2,293,312112611.95130646
300,30,33.599999999999994,linear,FALSE,2,294,351490429.1369021
600,30,33.599999999999994,linear,FALSE,2,295,31826617.196202278
1200,30,33.599999999999994,linear,FALSE,2,296,531885467.9353535
150,45,33.599999999999994,linear,FALSE,2,297,548111274.6056169
300,45,33.599999999999994,linear,FALSE,2,298,388093265.7048106
600,45,33.599999999999994,linear,FALSE,2,299,325386443.64103675
1200,45,33.599999999999994,linear,FALSE,2,300,786371728.638187
150,60,33.599999999999994,linear,FALSE,2,301,733446889.3241137
300,60,33.599999999999994,linear,FALSE,2,302,30607338.063418865
600,60,33.599999999999994,linear,FALSE,2,303,618218091.5493518
1200,60,33.599999999999994,linear,FALSE,2,304,552729008.0208331
150,15,67.19999999999999,linear,FALSE,2,305,415906646.9874233
300,15,67.19999999999999,linear,FALSE,2,306,852565170.7313955
600,15,67.19999999999999,linear,FALSE,2,307,718919666.716829
1200,15,67.19999999999999,linear,FALSE,2,308,777278220.5138355
150,30,67.19999999999999,linear,FALSE,2,309,389759426.47084594
300,30,67.19999999999999,linear,FALSE,2,310,444953487.2546792
600,30,67.19999999999999,linear,FALSE,2,311,464029339.37497437
1200,30,67.19999999999999,linear,FALSE,2,312,443154713.13893795
150,45,67.19999999999999,linear,FALSE,2,313,813723627.2450536
300,45,67.19999999999999,linear,FALSE,2,314,978929464.4724578
600,45,67.19999999999999,linear,FALSE,2,315,88214039.80255127
1200,45,67.19999999999999,linear,FALSE,2,316,566255577.3742497
150,60,67.19999999999999,linear,FALSE,2,317,762628731.7834795
300,60,67.19999999999999,linear,FALSE,2,318,429274285.67782044
600,60,67.19999999999999,linear,FALSE,2,319,342942239.71664906
1200,60,67.19999999999999,linear,FALSE,2,320,223904828.30815017
150,15,16.799999999999997,linear,FALSE,2,321,262329051.5039116
300,15,16.799999999999997,linear,FALSE,2,322,231452354.9284786
600,15,16.799999999999997,linear,FALSE,2,323,258120967.0752287
1200,15,16.799999999999997,linear,FALSE,2,324,425663564.3541813
150,30,16.799999999999997,linear,FALSE,2,325,560030977.2416949
300,30,16.799999999999997,linear,FALSE,2,326,451139199.0818083
600,30,16.799999999999997,linear,FALSE,2,327,959251467.8370208
1200,30,16.799999999999997,linear,FALSE,2,328,953070174.6698469
150,45,16.799999999999997,linear,FALSE,2,329,391717360.82062125
300,45,16.799999999999997,linear,FALSE,2,330,323934963.4386599
600,45,16.799999999999997,linear,FALSE,2,331,14428498.921915889
1200,45,16.799999999999997,linear,FALSE,2,332,662555763.9636099
150,60,16.799999999999997,linear,FALSE,2,333,458300113.91080916
300,60,16.799999999999997,linear,FALSE,2,334,750837509.2875212
600,60,16.799999999999997,linear,FALSE,2,335,25865635.368973017
1200,60,16.799999999999997,linear,FALSE,2,336,887509871.2742329
150,15,33.599999999999994,non-linear,FALSE,2,337,158797880.40183485
300,15,33.599999999999994,non-linear,FALSE,2,338,499635094.3110883
600,15,33.599999999999994,non-linear,FALSE,2,339,219560526.5442282
1200,15,33.599999999999994,non-linear,FALSE,2,340,416849167.5518453
150,30,33.599999999999994,non-linear,FALSE,2,341,247484053.9507568
300,30,33.599999999999994,non-linear,FALSE,2,342,723175845.1089263
600,30,33.599999999999994,non-linear,FALSE,2,343,253384669.31134462
1200,30,33.599999999999994,non-linear,FALSE,2,344,882900761.2075657
150,45,33.599999999999994,non-linear,FALSE,2,345,277403088.75218034
300,45,33.599999999999994,non-linear,FALSE,2,346,949794030.7483077
600,45,33.599999999999994,non-linear,FALSE,2,347,19386071.01328671
1200,45,33.599999999999994,non-linear,FALSE,2,348,764618731.5694988
150,60,33.599999999999994,non-linear,FALSE,2,349,39007496.5544045
300,60,33.599999999999994,non-linear,FALSE,2,350,169222916.70925915
600,60,33.599999999999994,non-linear,FALSE,2,351,403380049.8582423
1200,60,33.599999999999994,non-linear,FALSE,2,352,670059788.9721394
150,15,67.19999999999999,non-linear,FALSE,2,353,817098833.154887
300,15,67.19999999999999,non-linear,FALSE,2,354,756844097.5155681
600,15,67.19999999999999,non-linear,FALSE,2,355,470830884.29644704
1200,15,67.19999999999999,non-linear,FALSE,2,356,1099999.5283782482
150,30,67.19999999999999,non-linear,FALSE,2,357,951077589.9980217
300,30,67.19999999999999,non-linear,FALSE,2,358,828579651.8903226
600,30,67.19999999999999,non-linear,FALSE,2,359,260688698.38491082
1200,30,67.19999999999999,non-linear,FALSE,2,360,823368018.725887
150,45,67.19999999999999,non-linear,FALSE,2,361,244049312.7796799
300,45,67.19999999999999,non-linear,FALSE,2,362,668043852.3180783
600,45,67.19999999999999,non-linear,FALSE,2,363,981382821.4537352
1200,45,67.19999999999999,non-linear,FALSE,2,364,156440404.9422592
150,60,67.19999999999999,non-linear,FALSE,2,365,621524062.4733269
300,60,67.19999999999999,non-linear,FALSE,2,366,336102843.98309886
600,60,67.19999999999999,non-linear,FALSE,2,367,691656474.256888
1200,60,67.19999999999999,non-linear,FALSE,2,368,939747009.8920166
150,15,16.799999999999997,non-linear,FALSE,2,369,847783776.0001421
300,15,16.799999999999997,non-linear,FALSE,2,370,455032107.18743503
600,15,16.799999999999997,non-linear,FALSE,2,371,263201276.77172422
1200,15,16.799999999999997,non-linear,FALSE,2,372,753690851.1538059
150,30,16.799999999999997,non-linear,FALSE,2,373,240072580.98572493
300,30,16.799999999999997,non-linear,FALSE,2,374,835757434.1353029
600,30,16.799999999999997,non-linear,FALSE,2,375,339843276.8881321
1200,30,16.799999999999997,non-linear,FALSE,2,376,514606353.82682085
150,45,16.799999999999997,non-linear,FALSE,2,377,541337272.6179659
300,45,16.799999999999997,non-linear,FALSE,2,378,416278437.01280653
600,45,16.799999999999997,non-linear,FALSE,2,379,679980383.9530796
1200,45,16.799999999999997,non-linear,FALSE,2,380,515188884.22288
150,60,16.799999999999997,non-linear,FALSE,2,381,347492720.2332765
300,60,16.799999999999997,non-linear,FALSE,2,382,696799627.0395815
600,60,16.799999999999997,non-linear,FALSE,2,383,18240234.814584255
1200,60,16.799999999999997,non-linear,FALSE,2,384,437336630.8864206
150,15,33.599999999999994,linear,TRUE,3,385,325074640.8011764
300,15,33.599999999999994,linear,TRUE,3,386,655145554.8033118
600,15,33.599999999999994,linear,TRUE,3,387,283006006.38613105
1200,15,33.599999999999994,linear,TRUE,3,388,827534154.523164
150,30,33.599999999999994,linear,TRUE,3,389,153349288.04077208
300,30,33.599999999999994,linear,TRUE,3,390,40033541.61977768
600,30,33.599999999999994,linear,TRUE,3,391,999508860.5210185
1200,30,33.599999999999994,linear,TRUE,3,392,410554723.8141298
150,45,33.599999999999994,linear,TRUE,3,393,832628604.9559712
300,45,33.599999999999994,linear,TRUE,3,394,549626143.8820511
600,45,33.599999999999994,linear,TRUE,3,395,938807111.9319648
1200,45,33.599999999999994,linear,TRUE,3,396,748852584.7438723
150,60,33.599999999999994,linear,TRUE,3,397,659451482.8175306
300,60,33.599999999999994,linear,TRUE,3,398,679753542.6449031
600,60,33.599999999999994,linear,TRUE,3,399,250826157.6294899
1200,60,33.599999999999994,linear,TRUE,3,400,833838120.335713
150,15,67.19999999999999,linear,TRUE,3,401,65635115.14104903
300,15,67.19999999999999,linear,TRUE,3,402,351059423.9924103
600,15,67.19999999999999,linear,TRUE,3,403,21299142.39048958
1200,15,67.19999999999999,linear,TRUE,3,404,243154234.25287008
150,30,67.19999999999999,linear,TRUE,3,405,697138173.7384945
300,30,67.19999999999999,linear,TRUE,3,406,908482456.1141431
600,30,67.19999999999999,linear,TRUE,3,407,491448809.39275026
1200,30,67.19999999999999,linear,TRUE,3,408,451940591.679886
150,45,67.19999999999999,linear,TRUE,3,409,724580132.6353103
300,45,67.19999999999999,linear,TRUE,3,410,774016714.4220322
600,45,67.19999999999999,linear,TRUE,3,411,668254289.5432562
1200,45,67.19999999999999,linear,TRUE,3,412,912516141.7759955
150,60,67.19999999999999,linear,TRUE,3,413,958561161.5329981
300,60,67.19999999999999,linear,TRUE,3,414,858011464.8211747
600,60,67.19999999999999,linear,TRUE,3,415,51318679.93623018
1200,60,67.19999999999999,linear,TRUE,3,416,230035199.0852505
150,15,16.799999999999997,linear,TRUE,3,417,919645026.5590101
300,15,16.799999999999997,linear,TRUE,3,418,948948634.089902
