#
# Transition date estimate for sanford
#
# Site: sanford
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2014
# Year max: 2019
# Final Processing Date: 2019-07-19
# Final Processing Time: 16:32:31
# Spline RMSE gcc_mean: 0.00243
# Spline RMSE gcc_50: 0.00274
# Spline RMSE gcc_75: 0.00296
# Spline RMSE gcc_90: 0.00293
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
sanford,DB,1000,rising,gcc_50,2018-04-28,2018-05-02,2018-05-07,2018-04-27,2018-05-01,2018-05-05,2018-05-01,2018-05-04,2018-05-08,0.31604,0.32752,0.35873,0.30932,0.39766
sanford,DB,1000,rising,gcc_50,2019-04-21,2019-04-27,2019-05-04,2019-04-19,2019-04-26,2019-05-02,2019-04-23,2019-04-29,2019-05-05,0.31629,0.33042,0.35474,0.30831,0.39751
sanford,DB,1000,rising,gcc_mean,2015-04-27,2015-04-30,2015-05-04,2015-04-26,2015-04-29,2015-05-03,2015-04-28,2015-05-01,2015-05-05,0.31712,0.32864,0.3552,0.30869,0.39633
sanford,DB,1000,rising,gcc_mean,2016-04-22,2016-04-30,2016-05-06,2016-04-20,2016-04-29,2016-05-04,2016-04-26,2016-05-01,2016-05-07,0.31771,0.33108,0.35688,0.30985,0.39482
sanford,DB,1000,rising,gcc_mean,2017-04-12,2017-04-16,2017-04-22,2017-04-10,2017-04-15,2017-04-20,2017-04-14,2017-04-17,2017-04-23,0.3177,0.32934,0.35308,0.30952,0.39163
sanford,DB,1000,rising,gcc_mean,2018-04-28,2018-05-02,2018-05-06,2018-04-27,2018-05-01,2018-05-05,2018-04-30,2018-05-03,2018-05-07,0.31677,0.32872,0.35333,0.3093,0.39551
sanford,DB,1000,rising,gcc_mean,2019-04-22,2019-04-27,2019-05-04,2019-04-21,2019-04-26,2019-05-02,2019-04-24,2019-04-29,2019-05-05,0.31758,0.33023,0.35464,0.30974,0.39584
sanford,DB,1000,falling,gcc_90,2018-11-01,2018-10-27,2018-10-17,2018-11-03,2018-10-29,2018-10-19,2018-10-30,2018-10-24,2018-10-14,0.32222,0.33217,0.35015,0.3159,0.38414
sanford,DB,1000,falling,gcc_90,2017-10-29,2017-10-14,2017-09-16,2017-11-07,2017-10-18,2017-09-20,2017-10-21,2017-10-09,2017-09-13,0.32534,0.33597,0.35362,0.31852,0.38835
sanford,DB,1000,falling,gcc_90,2016-11-02,2016-10-26,2016-10-15,2016-11-06,2016-10-28,2016-10-17,2016-10-30,2016-10-23,2016-10-13,0.32258,0.33367,0.35445,0.31508,0.39219
sanford,DB,1000,falling,gcc_90,2015-10-24,2015-10-20,2015-10-13,2015-10-26,2015-10-21,2015-10-15,2015-10-22,2015-10-18,2015-10-11,0.32373,0.33456,0.35397,0.31653,0.39121
sanford,DB,1000,falling,gcc_90,2014-10-18,2014-10-14,2014-10-06,2014-10-19,2014-10-15,2014-10-09,2014-10-16,2014-10-12,2014-10-05,0.32422,0.33546,0.35751,0.31773,0.39365
sanford,DB,1000,falling,gcc_75,2018-11-03,2018-10-28,2018-10-17,2018-11-05,2018-10-29,2018-10-20,2018-10-30,2018-10-25,2018-10-15,0.31847,0.32867,0.34837,0.31271,0.38216
sanford,DB,1000,falling,gcc_75,2017-11-01,2017-10-15,2017-09-16,2017-11-07,2017-10-18,2017-09-21,2017-10-22,2017-10-10,2017-09-13,0.32365,0.33414,0.35203,0.31692,0.38598
sanford,DB,1000,falling,gcc_75,2016-11-05,2016-10-27,2016-10-15,2016-11-23,2016-10-29,2016-10-18,2016-11-01,2016-10-25,2016-10-14,0.31815,0.32999,0.35149,0.31034,0.38988
sanford,DB,1000,falling,gcc_75,2015-10-25,2015-10-21,2015-10-13,2015-10-27,2015-10-22,2015-10-15,2015-10-23,2015-10-19,2015-10-12,0.31972,0.32916,0.35239,0.31296,0.38884
sanford,DB,1000,falling,gcc_75,2014-10-18,2014-10-14,2014-10-06,2014-10-19,2014-10-15,2014-10-08,2014-10-16,2014-10-12,2014-10-03,0.32269,0.3336,0.35551,0.31681,0.39358
sanford,DB,1000,falling,gcc_50,2018-11-04,2018-10-29,2018-10-18,2018-11-07,2018-10-30,2018-10-21,2018-11-01,2018-10-26,2018-10-16,0.31567,0.32491,0.34459,0.30905,0.37827
sanford,DB,1000,falling,gcc_50,2017-10-30,2017-10-16,2017-09-16,2017-11-05,2017-10-18,2017-09-21,2017-10-22,2017-10-09,2017-09-14,0.32314,0.33219,0.34993,0.31692,0.38091
sanford,DB,1000,falling,gcc_50,2016-10-30,2016-10-24,2016-10-13,2016-11-02,2016-10-26,2016-10-16,2016-10-28,2016-10-21,2016-10-12,0.32325,0.3332,0.35356,0.31644,0.38668
sanford,DB,1000,falling,gcc_50,2015-10-24,2015-10-20,2015-10-13,2015-10-25,2015-10-21,2015-10-15,2015-10-22,2015-10-18,2015-10-12,0.31859,0.3293,0.35004,0.31269,0.38576
sanford,DB,1000,falling,gcc_50,2014-10-18,2014-10-14,2014-10-05,2014-10-19,2014-10-15,2014-10-08,2014-10-16,2014-10-12,2014-10-03,0.32107,0.33118,0.35518,0.31466,0.39227
sanford,DB,1000,falling,gcc_mean,2018-11-04,2018-10-29,2018-10-18,2018-11-06,2018-10-30,2018-10-21,2018-11-01,2018-10-27,2018-10-16,0.31571,0.325,0.34408,0.30907,0.3769
sanford,DB,1000,falling,gcc_mean,2017-11-02,2017-10-17,2017-09-17,2017-11-06,2017-10-19,2017-09-22,2017-10-23,2017-10-12,2017-09-15,0.32196,0.33088,0.34845,0.3157,0.37954
sanford,DB,1000,falling,gcc_mean,2016-11-07,2016-10-28,2016-10-16,2016-11-19,2016-10-30,2016-10-18,2016-11-02,2016-10-26,2016-10-14,0.31572,0.32657,0.34661,0.30806,0.38482
sanford,DB,1000,falling,gcc_mean,2015-10-26,2015-10-21,2015-10-14,2015-10-28,2015-10-22,2015-10-16,2015-10-24,2015-10-20,2015-10-13,0.31532,0.32666,0.34751,0.30852,0.38416
sanford,DB,1000,falling,gcc_mean,2014-10-18,2014-10-14,2014-10-06,2014-10-19,2014-10-15,2014-10-08,2014-10-16,2014-10-12,2014-10-05,0.32147,0.33148,0.35294,0.31437,0.38944
