#
# Transition date estimate for willowcreek
#
# Site: willowcreek
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2019
# Final Processing Date: 2019-09-16
# Final Processing Time: 16:00:21
# Spline RMSE gcc_mean: 0.00244
# Spline RMSE gcc_50: 0.00269
# Spline RMSE gcc_75: 0.00294
# Spline RMSE gcc_90: 0.00304
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
willowcreek,DB,1000,rising,gcc_75,2014-05-21,2014-05-22,2014-05-26,2014-05-20,2014-05-21,2014-05-25,2014-05-22,2014-05-24,2014-05-27,0.33979,0.34908,0.39214,0.32818,0.44973
willowcreek,DB,1000,rising,gcc_75,2015-05-08,2015-05-13,2015-05-19,2015-05-07,2015-05-12,2015-05-17,2015-05-11,2015-05-15,2015-05-20,0.33614,0.35502,0.38752,0.32761,0.44105
willowcreek,DB,1000,rising,gcc_75,2016-05-07,2016-05-15,2016-05-20,2016-05-06,2016-05-14,2016-05-19,2016-05-09,2016-05-17,2016-05-21,0.33734,0.35534,0.38972,0.32635,0.45125
willowcreek,DB,1000,rising,gcc_75,2017-05-10,2017-05-13,2017-05-18,2017-05-09,2017-05-12,2017-05-17,2017-05-12,2017-05-14,2017-05-19,0.33387,0.35224,0.38101,0.3263,0.43336
willowcreek,DB,1000,rising,gcc_75,2018-05-09,2018-05-11,2018-05-16,2018-05-08,2018-05-10,2018-05-14,2018-05-10,2018-05-13,2018-05-17,0.33889,0.35121,0.39142,0.32779,0.44051
willowcreek,DB,1000,rising,gcc_75,2019-05-14,2019-05-19,2019-05-25,2019-05-13,2019-05-18,2019-05-23,2019-05-17,2019-05-20,2019-05-26,0.33521,0.35311,0.3851,0.32654,0.43723
willowcreek,DB,1000,rising,gcc_50,2012-05-05,2012-05-08,2012-05-14,2012-05-04,2012-05-07,2012-05-12,2012-05-07,2012-05-10,2012-05-15,0.34274,0.35534,0.39054,0.33636,0.43289
willowcreek,DB,1000,rising,gcc_50,2013-05-15,2013-05-17,2013-05-21,2013-05-14,2013-05-16,2013-05-20,2013-05-16,2013-05-18,2013-05-22,0.33592,0.35163,0.38488,0.32674,0.44012
willowcreek,DB,1000,rising,gcc_50,2014-05-21,2014-05-23,2014-05-27,2014-05-20,2014-05-22,2014-05-26,2014-05-23,2014-05-24,2014-05-28,0.33378,0.35017,0.39031,0.32714,0.44179
willowcreek,DB,1000,rising,gcc_50,2015-05-09,2015-05-13,2015-05-20,2015-05-07,2015-05-12,2015-05-18,2015-05-11,2015-05-15,2015-05-21,0.33668,0.35201,0.38367,0.32677,0.43405
willowcreek,DB,1000,rising,gcc_50,2016-05-07,2016-05-16,2016-05-21,2016-05-06,2016-05-15,2016-05-19,2016-05-09,2016-05-17,2016-05-22,0.33603,0.3549,0.3921,0.32509,0.44466
willowcreek,DB,1000,rising,gcc_50,2017-05-11,2017-05-13,2017-05-19,2017-05-10,2017-05-12,2017-05-17,2017-05-13,2017-05-15,2017-05-20,0.33254,0.34492,0.38103,0.32457,0.42687
willowcreek,DB,1000,rising,gcc_50,2018-05-09,2018-05-12,2018-05-16,2018-05-08,2018-05-11,2018-05-15,2018-05-11,2018-05-13,2018-05-17,0.33462,0.35245,0.38286,0.3268,0.43491
willowcreek,DB,1000,rising,gcc_50,2019-05-15,2019-05-20,2019-05-26,2019-05-14,2019-05-19,2019-05-24,2019-05-17,2019-05-21,2019-05-27,0.33436,0.35119,0.38146,0.32543,0.43298
willowcreek,DB,1000,rising,gcc_mean,2012-05-04,2012-05-07,2012-05-13,2012-05-03,2012-05-06,2012-05-11,2012-05-06,2012-05-09,2012-05-14,0.34035,0.35251,0.38724,0.33252,0.43122
willowcreek,DB,1000,rising,gcc_mean,2013-05-15,2013-05-17,2013-05-21,2013-05-14,2013-05-16,2013-05-20,2013-05-16,2013-05-18,2013-05-22,0.3359,0.35143,0.38459,0.32642,0.43837
willowcreek,DB,1000,rising,gcc_mean,2014-05-21,2014-05-23,2014-05-27,2014-05-20,2014-05-22,2014-05-26,2014-05-22,2014-05-24,2014-05-28,0.33465,0.35143,0.39111,0.32678,0.44118
willowcreek,DB,1000,rising,gcc_mean,2015-05-09,2015-05-13,2015-05-20,2015-05-07,2015-05-12,2015-05-18,2015-05-11,2015-05-15,2015-05-21,0.33653,0.35035,0.3832,0.32635,0.43208
willowcreek,DB,1000,rising,gcc_mean,2016-05-07,2016-05-15,2016-05-21,2016-05-06,2016-05-14,2016-05-19,2016-05-09,2016-05-17,2016-05-22,0.33499,0.3518,0.39176,0.32482,0.44326
willowcreek,DB,1000,rising,gcc_mean,2017-05-11,2017-05-13,2017-05-19,2017-05-10,2017-05-12,2017-05-17,2017-05-12,2017-05-15,2017-05-20,0.33366,0.34585,0.3799,0.32456,0.42677
willowcreek,DB,1000,rising,gcc_mean,2018-05-09,2018-05-12,2018-05-16,2018-05-08,2018-05-11,2018-05-15,2018-05-11,2018-05-13,2018-05-17,0.3341,0.35153,0.38262,0.32639,0.43398
willowcreek,DB,1000,rising,gcc_mean,2019-05-15,2019-05-19,2019-05-26,2019-05-14,2019-05-18,2019-05-24,2019-05-17,2019-05-21,2019-05-27,0.33485,0.34792,0.38174,0.32524,0.43066
willowcreek,DB,1000,falling,gcc_90,2018-10-02,2018-09-29,2018-09-22,2018-10-03,2018-09-30,2018-09-25,2018-09-30,2018-09-28,2018-09-21,0.33257,0.35109,0.38211,0.32471,0.43511
willowcreek,DB,1000,falling,gcc_90,2017-09-14,2017-09-10,2017-09-02,2017-09-16,2017-09-11,2017-09-06,2017-09-12,2017-09-08,2017-08-30,0.36168,0.37366,0.39628,0.3547,0.43538
willowcreek,DB,1000,falling,gcc_90,2016-10-02,2016-09-29,2016-09-16,2016-10-03,2016-09-30,2016-09-21,2016-09-30,2016-09-28,2016-09-14,0.33776,0.35836,0.38678,0.3311,0.44167
willowcreek,DB,1000,falling,gcc_90,2015-10-01,2015-09-26,2015-09-13,2015-10-02,2015-09-28,2015-09-16,2015-09-29,2015-09-23,2015-09-11,0.3508,0.36615,0.39378,0.34166,0.44388
willowcreek,DB,1000,falling,gcc_90,2014-09-22,2014-09-20,2014-09-15,2014-09-23,2014-09-21,2014-09-17,2014-09-21,2014-09-19,2014-09-14,0.32994,0.34909,0.38874,0.31964,0.4446
willowcreek,DB,1000,falling,gcc_90,2013-09-25,2013-09-22,2013-09-14,2013-09-26,2013-09-23,2013-09-16,2013-09-24,2013-09-20,2013-09-12,0.34372,0.35913,0.38673,0.3338,0.43852
willowcreek,DB,1000,falling,gcc_90,2012-09-22,2012-09-18,2012-09-11,2012-09-23,2012-09-20,2012-09-13,2012-09-20,2012-09-17,2012-09-10,0.34584,0.36252,0.38925,0.33694,0.43959
willowcreek,DB,1000,falling,gcc_75,2018-10-01,2018-09-28,2018-09-21,2018-10-02,2018-09-29,2018-09-24,2018-09-29,2018-09-27,2018-09-11,0.33494,0.3539,0.38194,0.32947,0.43021
willowcreek,DB,1000,falling,gcc_75,2017-09-14,2017-09-10,2017-09-02,2017-09-16,2017-09-12,2017-09-06,2017-09-12,2017-09-08,2017-08-28,0.35981,0.37141,0.39266,0.35245,0.43197
willowcreek,DB,1000,falling,gcc_75,2016-10-01,2016-09-29,2016-09-14,2016-10-02,2016-09-30,2016-09-18,2016-09-29,2016-09-27,2016-09-13,0.34156,0.35544,0.38772,0.33573,0.43595
willowcreek,DB,1000,falling,gcc_75,2015-10-01,2015-09-26,2015-09-13,2015-10-03,2015-09-28,2015-09-15,2015-09-29,2015-09-23,2015-09-11,0.34929,0.36378,0.39007,0.33988,0.4398
willowcreek,DB,1000,falling,gcc_75,2014-09-22,2014-09-20,2014-09-16,2014-09-23,2014-09-21,2014-09-17,2014-09-21,2014-09-19,2014-09-15,0.32677,0.34588,0.37939,0.31654,0.44098
willowcreek,DB,1000,falling,gcc_75,2013-09-25,2013-09-22,2013-09-13,2013-09-26,2013-09-23,2013-09-16,2013-09-23,2013-09-20,2013-09-11,0.34081,0.35602,0.38572,0.3333,0.43672
willowcreek,DB,1000,falling,gcc_75,2012-09-22,2012-09-19,2012-09-11,2012-09-23,2012-09-20,2012-09-13,2012-09-20,2012-09-17,2012-09-10,0.34404,0.35674,0.38587,0.3349,0.4328
willowcreek,DB,1000,falling,gcc_50,2018-10-01,2018-09-28,2018-09-21,2018-10-02,2018-09-29,2018-09-23,2018-09-29,2018-09-27,2018-09-19,0.33136,0.34982,0.37764,0.32606,0.42525
willowcreek,DB,1000,falling,gcc_50,2017-09-15,2017-09-10,2017-09-01,2017-09-16,2017-09-12,2017-09-05,2017-09-12,2017-09-08,2017-08-29,0.35338,0.36643,0.38729,0.34734,0.42598
willowcreek,DB,1000,falling,gcc_50,2016-10-01,2016-09-29,2016-09-14,2016-10-02,2016-09-30,2016-09-17,2016-09-29,2016-09-27,2016-09-13,0.33943,0.35302,0.38248,0.33353,0.42925
willowcreek,DB,1000,falling,gcc_50,2015-10-01,2015-09-26,2015-09-15,2015-10-02,2015-09-27,2015-09-19,2015-09-29,2015-09-24,2015-09-13,0.34383,0.3577,0.38267,0.33731,0.42514
willowcreek,DB,1000,falling,gcc_50,2014-09-21,2014-09-19,2014-09-15,2014-09-22,2014-09-20,2014-09-16,2014-09-19,2014-09-17,2014-09-14,0.3249,0.34241,0.37993,0.32034,0.43412
willowcreek,DB,1000,falling,gcc_50,2013-09-25,2013-09-22,2013-09-12,2013-09-26,2013-09-23,2013-09-15,2013-09-23,2013-09-20,2013-09-08,0.33691,0.35198,0.38177,0.32944,0.43403
willowcreek,DB,1000,falling,gcc_50,2012-09-23,2012-09-20,2012-09-11,2012-09-24,2012-09-21,2012-09-13,2012-09-21,2012-09-18,2012-09-10,0.33348,0.34884,0.37781,0.32817,0.42455
willowcreek,DB,1000,falling,gcc_mean,2018-10-01,2018-09-28,2018-09-22,2018-10-02,2018-09-29,2018-09-24,2018-09-29,2018-09-27,2018-09-20,0.33166,0.35041,0.37504,0.32626,0.42375
willowcreek,DB,1000,falling,gcc_mean,2017-09-14,2017-09-10,2017-09-02,2017-09-16,2017-09-11,2017-09-05,2017-09-12,2017-09-08,2017-08-30,0.35547,0.36596,0.38674,0.34819,0.42362
willowcreek,DB,1000,falling,gcc_mean,2016-10-01,2016-09-29,2016-09-14,2016-10-02,2016-09-30,2016-09-17,2016-09-29,2016-09-27,2016-09-12,0.33886,0.35252,0.38135,0.33304,0.42896
willowcreek,DB,1000,falling,gcc_mean,2015-10-01,2015-09-26,2015-09-13,2015-10-02,2015-09-27,2015-09-16,2015-09-29,2015-09-24,2015-09-12,0.34465,0.35892,0.38562,0.33762,0.43078
willowcreek,DB,1000,falling,gcc_mean,2014-09-22,2014-09-20,2014-09-16,2014-09-23,2014-09-21,2014-09-17,2014-09-21,2014-09-19,2014-09-15,0.31676,0.33447,0.37184,0.30782,0.43222
willowcreek,DB,1000,falling,gcc_mean,2013-09-25,2013-09-22,2013-09-12,2013-09-26,2013-09-23,2013-09-15,2013-09-23,2013-09-20,2013-09-10,0.33691,0.35186,0.38187,0.32956,0.43116
willowcreek,DB,1000,falling,gcc_mean,2012-09-23,2012-09-20,2012-09-11,2012-09-24,2012-09-21,2012-09-13,2012-09-21,2012-09-18,2012-09-10,0.33429,0.34877,0.37884,0.32921,0.42355
