#
# Transition date estimate for kansas
#
# Site: kansas
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2013
# Year max: 2019
# Final Processing Date: 2019-07-19
# Final Processing Time: 16:25:02
# Spline RMSE gcc_mean: 0.00403
# Spline RMSE gcc_50: 0.00386
# Spline RMSE gcc_75: 0.00391
# Spline RMSE gcc_90: 0.00435
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
kansas,GR,1000,rising,gcc_50,2019-04-02,2019-04-13,2019-04-23,2019-03-27,2019-04-11,2019-04-21,2019-04-07,2019-04-16,2019-04-25,0.32965,0.34097,0.36195,0.32246,0.40114
kansas,GR,1000,rising,gcc_mean,2013-04-06,2013-04-16,2013-04-30,2013-04-04,2013-04-14,2013-04-28,2013-04-10,2013-04-19,2013-05-02,0.32673,0.3418,0.36663,0.31816,0.41502
kansas,GR,1000,rising,gcc_mean,2014-04-08,2014-04-17,2014-04-29,2014-04-04,2014-04-15,2014-04-26,2014-04-12,2014-04-20,2014-05-01,0.32302,0.33483,0.35867,0.31564,0.39882
kansas,GR,1000,rising,gcc_mean,2015-03-30,2015-04-06,2015-04-21,2015-03-28,2015-04-05,2015-04-17,2015-04-02,2015-04-09,2015-04-23,0.32354,0.33602,0.36147,0.31588,0.40461
kansas,GR,1000,rising,gcc_mean,2016-03-15,2016-04-08,2016-04-20,2016-03-05,2016-04-05,2016-04-18,2016-03-22,2016-04-11,2016-04-21,0.32374,0.33596,0.35977,0.3153,0.40114
kansas,GR,1000,rising,gcc_mean,2017-03-28,2017-04-08,2017-04-18,2017-03-20,2017-04-06,2017-04-16,2017-04-02,2017-04-12,2017-04-19,0.32369,0.33435,0.35757,0.31575,0.39568
kansas,GR,1000,rising,gcc_mean,2018-04-12,2018-04-26,2018-05-05,2018-03-27,2018-04-24,2018-05-03,2018-04-21,2018-04-29,2018-05-07,0.32268,0.33272,0.35247,0.3153,0.38926
kansas,GR,1000,rising,gcc_mean,2019-04-02,2019-04-13,2019-04-23,2019-03-25,2019-04-11,2019-04-21,2019-04-07,2019-04-16,2019-04-24,0.3298,0.34026,0.36206,0.32218,0.39873
kansas,GR,1000,falling,gcc_90,2018-10-17,2018-10-04,2018-09-11,2018-10-22,2018-10-11,2018-09-16,2018-10-13,2018-09-25,2018-09-06,0.3417,0.35176,0.36886,0.33538,0.40119
kansas,GR,1000,falling,gcc_90,2017-10-28,2017-10-15,2017-09-24,2017-11-08,2017-10-18,2017-09-29,2017-10-22,2017-10-11,2017-09-21,0.33354,0.34534,0.36778,0.32583,0.40807
kansas,GR,1000,falling,gcc_90,2016-10-23,2016-10-07,2016-09-17,2016-11-03,2016-10-12,2016-09-21,2016-10-15,2016-10-02,2016-09-13,0.33304,0.34654,0.37036,0.32457,0.41538
kansas,GR,1000,falling,gcc_90,2015-10-14,2015-10-07,2015-09-27,2015-10-17,2015-10-09,2015-09-29,2015-10-12,2015-10-05,2015-09-25,0.3339,0.34776,0.37302,0.32448,0.41978
kansas,GR,1000,falling,gcc_90,2014-10-15,2014-10-03,2014-09-09,2014-10-19,2014-10-07,2014-09-13,2014-10-11,2014-09-27,2014-08-22,0.33405,0.34671,0.36929,0.32532,0.41322
kansas,GR,1000,falling,gcc_90,2013-10-13,2013-10-01,2013-08-31,2013-10-15,2013-10-04,2013-09-06,2013-10-10,2013-09-27,2013-08-27,0.33324,0.34928,0.37633,0.32441,0.42664
kansas,GR,1000,falling,gcc_75,2018-10-17,2018-10-05,2018-09-13,2018-10-20,2018-10-11,2018-09-17,2018-10-13,2018-09-26,2018-09-09,0.33957,0.34934,0.36598,0.33405,0.39701
kansas,GR,1000,falling,gcc_75,2017-10-27,2017-10-15,2017-09-25,2017-11-04,2017-10-18,2017-09-30,2017-10-21,2017-10-11,2017-09-22,0.33181,0.34327,0.36496,0.32421,0.40454
kansas,GR,1000,falling,gcc_75,2016-10-22,2016-10-07,2016-09-16,2016-11-02,2016-10-12,2016-09-21,2016-10-15,2016-10-02,2016-09-12,0.33227,0.34479,0.36687,0.32406,0.40839
kansas,GR,1000,falling,gcc_75,2015-10-15,2015-10-07,2015-09-26,2015-10-17,2015-10-09,2015-09-29,2015-10-12,2015-10-05,2015-09-25,0.33103,0.3457,0.37081,0.32334,0.41457
kansas,GR,1000,falling,gcc_75,2014-10-20,2014-10-06,2014-09-11,2014-11-13,2014-10-09,2014-09-16,2014-10-15,2014-09-30,2014-08-23,0.32798,0.34056,0.36399,0.31928,0.40814
kansas,GR,1000,falling,gcc_75,2013-10-13,2013-09-30,2013-09-01,2013-10-14,2013-10-03,2013-09-06,2013-10-10,2013-09-26,2013-08-28,0.32956,0.34576,0.37094,0.32122,0.42038
kansas,GR,1000,falling,gcc_50,2018-10-17,2018-10-06,2018-09-14,2018-10-21,2018-10-12,2018-09-18,2018-10-14,2018-09-27,2018-09-10,0.33759,0.34676,0.36252,0.33172,0.39191
kansas,GR,1000,falling,gcc_50,2017-10-26,2017-10-14,2017-09-26,2017-11-04,2017-10-17,2017-09-30,2017-10-20,2017-10-10,2017-09-23,0.32959,0.34055,0.36166,0.3222,0.39957
kansas,GR,1000,falling,gcc_50,2016-10-17,2016-10-05,2016-09-16,2016-11-03,2016-10-08,2016-09-20,2016-10-11,2016-10-01,2016-09-11,0.33077,0.34247,0.36329,0.32275,0.40366
kansas,GR,1000,falling,gcc_50,2015-10-15,2015-10-07,2015-09-26,2015-10-17,2015-10-09,2015-09-28,2015-10-12,2015-10-05,2015-09-24,0.32904,0.34264,0.36535,0.32104,0.40818
kansas,GR,1000,falling,gcc_50,2014-10-11,2014-09-28,2014-08-24,2014-10-14,2014-10-03,2014-09-12,2014-10-07,2014-09-24,2014-08-20,0.33169,0.34329,0.36263,0.32442,0.40042
kansas,GR,1000,falling,gcc_50,2013-10-11,2013-09-27,2013-08-29,2013-10-13,2013-09-30,2013-09-03,2013-10-07,2013-09-23,2013-08-26,0.32841,0.34327,0.36767,0.32042,0.41405
kansas,GR,1000,falling,gcc_mean,2018-10-18,2018-10-09,2018-09-14,2018-10-22,2018-10-13,2018-09-18,2018-10-14,2018-09-28,2018-09-10,0.33633,0.34537,0.36062,0.33156,0.38858
kansas,GR,1000,falling,gcc_mean,2017-10-28,2017-10-15,2017-09-27,2017-11-09,2017-10-19,2017-10-02,2017-10-21,2017-10-12,2017-09-24,0.32862,0.33981,0.35923,0.32176,0.39495
kansas,GR,1000,falling,gcc_mean,2016-10-20,2016-10-07,2016-09-19,2016-11-06,2016-10-11,2016-09-23,2016-10-13,2016-10-03,2016-09-14,0.3298,0.34089,0.36034,0.32232,0.39801
kansas,GR,1000,falling,gcc_mean,2015-10-15,2015-10-08,2015-09-27,2015-10-18,2015-10-10,2015-09-30,2015-10-12,2015-10-05,2015-09-25,0.32913,0.34106,0.36359,0.32119,0.40447
kansas,GR,1000,falling,gcc_mean,2014-10-12,2014-09-30,2014-09-09,2014-10-15,2014-10-05,2014-09-14,2014-10-08,2014-09-25,2014-08-20,0.33098,0.34157,0.3607,0.32413,0.39685
kansas,GR,1000,falling,gcc_mean,2013-10-13,2013-10-01,2013-09-02,2013-10-15,2013-10-04,2013-09-11,2013-10-10,2013-09-26,2013-08-28,0.32656,0.34013,0.36373,0.3188,0.40764
