#
# Transition date estimate for boundarywaters
#
# Site: boundarywaters
# Veg Type: DB
# ROI ID Number: 4000
# Aggregation period: 3day
# Year min: 2014
# Year max: 2019
# Final Processing Date: 2019-09-16
# Final Processing Time: 16:27:31
# Spline RMSE gcc_mean: 0.00296
# Spline RMSE gcc_50: 0.00301
# Spline RMSE gcc_75: 0.00299
# Spline RMSE gcc_90: 0.00315
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
boundarywaters,DB,4000,falling,gcc_90,2016-09-27,2016-09-24,2016-09-18,2016-09-28,2016-09-25,2016-09-20,2016-09-25,2016-09-22,2016-09-17,0.34269,0.35359,0.37201,0.33931,0.40349
boundarywaters,DB,4000,falling,gcc_90,2015-09-27,2015-09-24,2015-09-17,2015-09-28,2015-09-25,2015-09-19,2015-09-25,2015-09-22,2015-09-16,0.3359,0.34834,0.37112,0.33132,0.40846
boundarywaters,DB,4000,falling,gcc_90,2014-09-25,2014-09-21,2014-09-14,2014-09-26,2014-09-22,2014-09-16,2014-09-23,2014-09-19,2014-09-13,0.34158,0.35357,0.37663,0.33588,0.41193
boundarywaters,DB,4000,falling,gcc_75,2018-09-17,2018-09-12,2018-09-04,2018-09-19,2018-09-14,2018-09-06,2018-09-15,2018-09-10,2018-09-02,0.33989,0.34912,0.36497,0.3339,0.39593
boundarywaters,DB,4000,falling,gcc_75,2017-09-21,2017-09-17,2017-09-09,2017-09-22,2017-09-18,2017-09-11,2017-09-19,2017-09-15,2017-09-07,0.34082,0.35029,0.36896,0.33506,0.4025
boundarywaters,DB,4000,falling,gcc_75,2016-09-27,2016-09-24,2016-09-18,2016-09-28,2016-09-25,2016-09-20,2016-09-25,2016-09-22,2016-09-17,0.34038,0.35066,0.36879,0.33727,0.39919
boundarywaters,DB,4000,falling,gcc_75,2015-09-27,2015-09-24,2015-09-17,2015-09-28,2015-09-25,2015-09-19,2015-09-25,2015-09-22,2015-09-16,0.33436,0.34657,0.36843,0.32984,0.40465
boundarywaters,DB,4000,falling,gcc_75,2014-09-24,2014-09-21,2014-09-14,2014-09-25,2014-09-22,2014-09-16,2014-09-22,2014-09-19,2014-09-13,0.34116,0.35008,0.37243,0.33438,0.4078
boundarywaters,DB,4000,falling,gcc_50,2018-09-18,2018-09-13,2018-09-04,2018-09-19,2018-09-14,2018-09-07,2018-09-15,2018-09-11,2018-09-03,0.33534,0.34538,0.36241,0.33108,0.39124
boundarywaters,DB,4000,falling,gcc_50,2017-09-18,2017-09-14,2017-09-07,2017-09-19,2017-09-15,2017-09-09,2017-09-16,2017-09-12,2017-09-05,0.34503,0.35423,0.37,0.34023,0.39826
boundarywaters,DB,4000,falling,gcc_50,2016-09-25,2016-09-22,2016-09-16,2016-09-26,2016-09-23,2016-09-18,2016-09-23,2016-09-20,2016-09-15,0.34186,0.35081,0.36984,0.33868,0.39534
boundarywaters,DB,4000,falling,gcc_50,2015-09-26,2015-09-24,2015-09-16,2015-09-27,2015-09-25,2015-09-19,2015-09-25,2015-09-22,2015-09-15,0.33355,0.34179,0.36629,0.32675,0.40154
boundarywaters,DB,4000,falling,gcc_50,2014-09-22,2014-09-19,2014-09-13,2014-09-23,2014-09-20,2014-09-15,2014-09-21,2014-09-17,2014-09-12,0.3403,0.34993,0.37037,0.3334,0.4035
boundarywaters,DB,4000,falling,gcc_mean,2018-09-18,2018-09-13,2018-09-04,2018-09-19,2018-09-15,2018-09-07,2018-09-15,2018-09-11,2018-09-03,0.3355,0.34541,0.36246,0.33132,0.39039
boundarywaters,DB,4000,falling,gcc_mean,2017-09-18,2017-09-14,2017-09-07,2017-09-19,2017-09-15,2017-09-09,2017-09-16,2017-09-12,2017-09-05,0.34523,0.3538,0.36817,0.34061,0.39526
boundarywaters,DB,4000,falling,gcc_mean,2016-09-25,2016-09-22,2016-09-16,2016-09-26,2016-09-23,2016-09-18,2016-09-23,2016-09-20,2016-09-15,0.34171,0.35033,0.36855,0.33865,0.39313
boundarywaters,DB,4000,falling,gcc_mean,2015-09-26,2015-09-24,2015-09-17,2015-09-27,2015-09-25,2015-09-19,2015-09-25,2015-09-22,2015-09-16,0.3342,0.34239,0.36455,0.32743,0.39875
boundarywaters,DB,4000,falling,gcc_mean,2014-09-23,2014-09-20,2014-09-13,2014-09-24,2014-09-21,2014-09-15,2014-09-21,2014-09-18,2014-09-12,0.3385,0.34783,0.37074,0.33386,0.40201
